cf01_seed_id,canonical_search_key,source_origins,citation,title,year,doi,species,existing_egwee_programmes,identity_provenance,bibliographic_resolution_status,backward_citation_status,forward_citation_status,citation_expansion_cutoff,screening_status,outcome_opened
CF01S0071,SF05:48,SF05:48,"Aizawa, M., Nakayama, C., Ohkubo, T., 2016. Comparison of fine-scale spatial genetic structure of two sympatric Rhododendron shrub species in forest habitat having different seed weights: A case study. Silvae Genet. 65, 39–45. https://doi.org/10.1515/sg-2016-0015",,2016,10.1515/sg-2016-0015,Rhododendron kaempferi; Rhodondendron semibarbatum,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0072,SF05:49,SF05:49;PRIMARY:PS013,"Albaladejo, R.G., Guzmán, B., González-Martínez, S.C., Aparicio, A., 2012. Extensive pollen flow but few pollen donors and high reproductive variance in an extremely fragmented landscape. PLoS One 7, 1–9. https://doi.org/10.1371/journal.pone.0049012",Extensive Pollen Flow but Few Pollen Donors and High Reproductive Variance in an Extremely Fragmented Landscape,2012,10.1371/journal.pone.0049012,Pistacia lentiscus,ML009_PS013,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0073,SF05:51,SF05:51,"Araújo, M.R.G., Melo Júnior, A.F. de, Menezes, E.V., Brandão, M.M., Cota, L.G., Oliveira, D.A. de, Royo, V. de A., Vieira, F.A., 2017. Fine-scale spatial genetic structure and gene flow in Acrocomia aculeata (Arecaceae): Analysis in an overlapping generation. Biochem. Syst. Ecol. 71, 147–154. https://doi.org/10.1016/j.bse.2017.02.005",,2017,10.1016/j.bse.2017.02.005,Acrocomia aculeata,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0074,SF05:52,SF05:52,"Bessega, C., Pometti, C.L., Ewens, M., Saidman, B.O., Vilardi, J.C., 2016. Fine-scale spatial genetic structure analysis in two Argentine populations of Prosopis alba (Mimosoideae) with different levels of ecological disturbance. Eur. J. For. Res. 135, 495–505. https://doi.org/10.1007/s10342-016-0948-9",,2016,10.1007/s10342-016-0948-9,Prosopis alba,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0075,SF05:54,SF05:54,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",,2017,10.1093/aob/mcw286,Pinus halepensis,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0076,SF05:56,SF05:56,"Buzatti, R.S. de O., Ribeiro, R.A., Filho, J.P. de L., Lovato, M.B., 2012. Fine-scale spatial genetic structure of Dalbergia nigra (Fabaceae), a threatened and endemic tree of the Brazilian Atlantic Forest. Genet. Mol. Biol. 35, 838–846. https://doi.org/10.1590/S1415-47572012005000066",,2012,10.1590/s1415-47572012005000066,Dalbergia nigra,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0077,SF05:57,SF05:57,"Castilla, A.R., Garrote, P.J., ?ywiec, M., Calvo, G., Suárez-Esteban, A., Delibes, M., Godoy, J.A., Picó, F.X., Fedriani, J.M., 2019. Genetic rescue by distant trees mitigates qualitative pollen limitation imposed by fine-scale spatial genetic structure. Mol. Ecol. 28, 4363–4374. https://doi.org/10.1111/mec.15233",,2019,10.1111/mec.15233,Pyrus bourgaeana,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0078,SF05:64,SF05:64,"Jacquemyn, H., Brys, R., Vandepitte, K., Honnay, O., Roldán-Ruiz, I., 2006. Fine-scale genetic structure of life history stages in the food-deceptive orchid Orchis purpurea. Mol. Ecol. 15, 2801–2808. https://doi.org/10.1111/j.1365-294X.2006.02978.x",,2006,10.1111/j.1365-294x.2006.02978.x,Orchis purpurea,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0079,SF05:65,SF05:65,"Jacquemyn, H., Wiegand, T., Vandepitte, K., Brys, R., Roldán-Ruiz, I., Honnay, O., 2009. Multigenerational analysis of spatial structure in the terrestrial, food-deceptive orchid Orchis mascula. J. Ecol. 97, 206–216. https://doi.org/10.1111/j.1365-2745.2008.01464.x",,2009,10.1111/j.1365-2745.2008.01464.x,Orchis mascula,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0080,SF05:66,SF05:66,"Jin, Z., Li, J., Liu, L., 2012. Fine-scale spatial genetic structure within age classes of the two fragmented populations of Sinocalycanthus chinensis Cheng et S.Y. Chang, an endangered plant species endemic to China. Biochem. Syst. Ecol. 43, 117–124. https://doi.org/10.1016/j.bse.2012.02.023.",,2012,10.1016/j.bse.2012.02.023,Sinocalucanthus chinensis,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0081,SF05:67,SF05:67,"Yamagishi, H., Tomimatsu, H., Ohara, M., 2007. Fine-scale spatial genetic structure within continuous and fragmented populations of Trillium camschatcense. J. Hered. 98, 367–372. https://doi.org/10.1093/jhered/esm040",,2007,10.1093/jhered/esm040,Trillium camschatcense,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0082,SF05:68,SF05:68,"Yao, X., Zhang, J., Ye, Q., Huang, H., 2011. Fine-scale spatial genetic structure and gene flow in a small, fragmented population of Sinojackia rehderiana (Styracaceae), an endangered tree species endemic to China. Plant Biol. 13, 401–410. https://doi.org/10.1111/j.1438-8677.2010.00361.x",,2011,10.1111/j.1438-8677.2010.00361.x,Sinojackia rehderiana,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0083,SF05:69,SF05:69,"Chung, M.Y., Nason, J.D., Chung, M.G., 2007. Effects of population succession on demographic and genetic processes: Predictions and tests in the daylily Hemerocallis thunbergii (Liliaceae). Mol. Ecol. 16, 2816–2829. https://doi.org/10.1111/j.1365-294X.2007.03361.x",,2007,10.1111/j.1365-294x.2007.03361.x,Hemerocallis thunbergii,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0084,SF05:70,SF05:70,"Chybicki, I.J., Trojankiewicz, M., Oleksa, A., Dzialuk, A., Burczyk, J., 2009. Isolation-by-distance within naturally established populations of European beech (Fagus sylvatica). Botany 87, 791–798. https://doi.org/10.1139/B09-049.",,2010,10.1139/b09-049,Fagus sylvatica,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0085,SF05:71,SF05:71,"Côrtes, M.C., Uriarte, M., Lemes, M.R., Gribel, R., John Kress, W., Smouse, P.E., Bruna, E.M., 2013. Low plant density enhances gene dispersal in the Amazonian understory herb Heliconia acuminata. Mol. Ecol. 22, 5716–5729. https://doi.org/10.1111/mec.12495",,2013,10.1111/mec.12495,Heliconia acuminata,P2_SF05_71,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0086,SF05:73,SF05:73,"Dering, M., Sękiewicz, K., Iszkuło, G., Chojnacka, A., Tomaszewski, D., Pers-Kamczyc, E., Karolewski, P., 2018. Spatial genetic structure and clonal structure of Prunus serotina during invasive spread. Silva Fenn. 52, 1–21. https://doi.org/10.14214/sf.9987",,2018,10.14214/sf.9987,Prunus serotina,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0087,SF05:74,SF05:74,"Gigant, R.L., De Bruyn, A., M’sa, T., Viscardi, G., Gigord, L., Gauvin-Bialecki, A., Pailler, T., Humeau, L., Grisoni, M., Besse, P., 2016. Combining pollination ecology and fine-scale spatial genetic structure analysis to unravel the reproductive strategy of an insular threatened orchid. South African J. Bot. 105, 25–35. https://doi.org/10.1016/j.sajb.2016.02.205",,2016,10.1016/j.sajb.2016.02.205,Vanilla humblotii,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0088,SF05:76,SF05:76,"Ismail, S.A., Ghazoul, J., Ravikanth, G., Uma Shaanker, R., Kushalappa, C.G., Kettle, C.J., 2012. Does long-distance pollen dispersal preclude inbreeding in tropical trees? Fragmentation genetics of Dysoxylum malabaricum in an agro-forest landscape. Mol. Ecol. 21, 5484–5496. https://doi.org/10.1111/mec.12054",,2012,10.1111/mec.12054,Dysoxylum malabaricum,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0089,SF05:77,SF05:77,"Pandey, M., Rajora, O.P., 2012. Higher fine-scale genetic structure in peripheral than in core populations of a long-lived and mixed-mating conifer - Eastern white cedar (Thuja occidentalis L.). BMC Evol. Biol. 12. https://doi.org/10.1186/1471-2148-12-48",,2012,10.1186/1471-2148-12-48,Thuja occidentalis,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0090,SF05:79,SF05:79,"Pometti, C., Bessega, C., Cialdella, A., Ewens, M., Saidman, B., Vilardi, J., 2018. Spatial genetic structure within populations and management implications of the South American species Acacia aroma (Fabaceae). PLoS One 13, 1–14. https://doi.org/10.1371/journal.pone.0192107",,2018,10.1371/journal.pone.0192107,Acacia aroma,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0091,SF05:8,SF05:8,"Cloutier, D., Hardy, O.J., Caron, H., Ciampi, A.Y., Degen, B., Kanashiro, M., Schoen, D.J., 2007. Low Inbreeding and High Pollen Dispersal Distances in Populations of Two Amazonian Forest Tree Species. Biotropica 39, 406–415. https://doi.org/10.1111/j.1744-7429.2007.00266.x",,2007,10.1111/j.1744-7429.2007.00266.x,Carapa guianensis; Sextonia rubra,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0092,SF05:80,SF05:80,"Vaughan, S.P., Cottrell, J.E., Moodley, D.J., Connolly, T., Russell, K., 2007. Distribution and fine-scale spatial-genetic structure in British wild cherry (Prunus avium L.). Heredity (Edinb). 98, 274–283. https://doi.org/10.1038/sj.hdy.6800935",,2007,10.1038/sj.hdy.6800935,Prunus avium,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0093,SF05:82,SF05:82,"Morgan, E.J., Kaiser-Bunbury, C.N., Edwards, P.J., Fleischer-Dogley, F., Kettle, C.J., 2017. Keeping it in the family: strong fine-scale genetic structure and inbreeding in Lodoicea maldivica, the largest-seeded plant in the world. Conserv. Genet. 18, 1317–1329. https://doi.org/10.1007/s10592-017-0982-2 | Morgan, E.J., Kaiser-Bunbury, C.N., Edwards, P.J., Fleischer-Dogley, F., Kettle, C.J., 2017. Keeping it in the family: strong fine-scale genetic structure and inbreeding in Lodoicea maldivica, the largest-seeded plant in the world. Conserv. Genet. 18, 1317–1329. https://doi.org/10.1007/s10592-017-0982-3 | Morgan, E.J., Kaiser-Bunbury, C.N., Edwards, P.J., Fleischer-Dogley, F., Kettle, C.J., 2017. Keeping it in the family: strong fine-scale genetic structure and inbreeding in Lodoicea maldivica, the largest-seeded plant in the world. Conserv. Genet. 18, 1317–1329. https://doi.org/10.1007/s10592-017-0982-4 | Morgan, E.J., Kaiser-Bunbury, C.N., Edwards, P.J., Fleischer-Dogley, F., Kettle, C.J., 2017. Keeping it in the family: strong fine-scale genetic structure and inbreeding in Lodoicea maldivica, the largest-seeded plant in the world. Conserv. Genet. 18, 1317–1329. https://doi.org/10.1007/s10592-017-0982-5",,2017,10.1007/s10592-017-0982-2 | 10.1007/s10592-017-0982-3 | 10.1007/s10592-017-0982-4 | 10.1007/s10592-017-0982-5,Lodoicea maldivica,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0094,SF05:83,SF05:83,"Browne, L., Karubian, J., 2018. Habitat loss and fragmentation reduce effective gene flow by disrupting seed dispersal in a neotropical palm. Mol. Ecol. 27, 3055–3069. https://doi.org/10.1111/mec.14765",,2018,10.1111/mec.14765,Oenocarpus bataua,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0095,SF05:84,SF05:84,"Mathiasen, P., Premoli, A.C., 2013. Fine-scale genetic structure of Nothofagus pumilio (lenga) at contrasting elevations of the altitudinal gradient. Genetica 141, 95–105. https://doi.org/10.1007/s10709-013-9709-6",,2013,10.1007/s10709-013-9709-6,Nothofagus pumilio,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0096,SF05:85,SF05:85,"Monthe, F.K., Hardy, O.J., Doucet, J.L., Loo, J., Duminil, J., 2017. Extensive seed and pollen dispersal and assortative mating in the rain forest tree Entandrophragma cylindricum (Meliaceae) inferred from indirect and direct analyses. Mol. Ecol. 26, 5279–5291. https://doi.org/10.1111/mec.14241",,2017,10.1111/mec.14241,Entandrophragma cylindricum,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0097,SF05:86,SF05:86,"Raabová, J., Van Rossum, F., Jacquemart, A.L., Raspé, O., 2015. Population size affects genetic diversity and fine-scale spatial genetic structure in the clonal distylous herb Menyanthes trifoliata. Perspect. Plant Ecol. Evol. Syst. 17, 193–200. https://doi.org/10.1016/j.ppees.2015.02.005",,2015,10.1016/j.ppees.2015.02.005,Menyanthes trifoliata,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0098,SF05:87,SF05:87,"Octavio-Aguilar, P., Iglesias-Andreu, L.G., de Cáceres-González, F.F.N., Galván-Hernández, D.M., 2017. Fine-scale genetic structure of Zamia furfuracea: Variation with life-cycle stages. Int. J. Plant Sci. 178, 57–66. https://doi.org/10.1086/689200",,2017,10.1086/689200,Zamia furfuraceae,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0099,SF05:88,SF05:88,"Xu, N., Jiang, K., Biswas, S.R., Tong, X., Wang, R., Chen, X., 2019. Clone Configuration and Spatial Genetic Structure of Two Halophila ovalis Populations With Contrasting Internode Lengths. Front. Ecol. Evol. 7, 1–13. https://doi.org/10.3389/fevo.2019.00170",,2019,10.3389/fevo.2019.00170,Halophila ovalis,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0100,SF05:9,SF05:9,"Dodd, R.S., Mayer, W., Nettel, A., Afzal-Rafii, Z., 2013. Clonal growth and fine-scale genetic structure in tanoak (Notholithocarpus densiflorus: Fagaceae). J. Hered. 104, 105–114. https://doi.org/10.1093/jhered/ess080",,2013,10.1093/jhered/ess080,Notholithocarpus densiflorus,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0101,SF05:90,SF05:90,"Zuo, W., Song, W., Jin, Z., Li, J., 2015. Fine-scale spatial genetic structure of Glechoma longituba. Shengtai Xuebao/ Acta Ecol. Sin. 35, 5761–5768. https://doi.org/10.5846/stxb201312223001",,2015,10.5846/stxb201312223001,Glechoma longituba,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0102,SF05:91,SF05:91,"Vandepitte, K., Roldán-Ruiz, I., Leus, L., Jacquemyn, H., Honnay, O., 2009. Canopy closure shapes clonal diversity and fine-scale genetic structure in the dioecious understorey perennial Mercurialis perennis. J. Ecol. 97, 404–414. https://doi.org/10.1111/j.1365-2745.2009.01484.x",,2009,10.1111/j.1365-2745.2009.01484.x,Mercurialis perennis,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0103,SF05:92,SF05:92,"Jin, Y., He, T., Lu, B.R., 2006. Genetic spatial clustering: Significant implications for conservation of wild soybean (Glycine soja: Fabaceae). Genetica 128, 41–49. https://doi.org/10.1007/s10709-005-4823-8",,2006,10.1007/s10709-005-4823-8,Glycine soja,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0104,SF05:94,SF05:94,"Kettle, C.J., Hollingsworth, P.M., Burslem, D.F.R.P., Maycock, C.R., Khoo, E., Ghazoul, J., 2011. Determinants of fine-scale spatial genetic structure in three co-occurring rain forest canopy trees in Borneo. Perspect. Plant Ecol. Evol. Syst. 13, 47–56. https://doi.org/10.1016/j.ppees.2010.11.002",,2011,10.1016/j.ppees.2010.11.002,Parashorea tomentella; Shorea xanthophylla,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0105,SF05:96,SF05:96,"Ayre, D., Ottewell, K., Krauss, S., Whelan, RJ. 2009. Genetic structure of seedling cohorts following repeated wildfires in the fire-sensitive shrub Persoonia mollis ssp nectens. Journal of Ecology 97(4): 752-760. https://doi.org/10.1111/j.1365-2745.2009.01516.x",,2009,10.1111/j.1365-2745.2009.01516.x,Persoonia mollis ssp nectens,,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0106,SF06:SF06P001,SF06:SF06P001,Abrahamczyk et al. (2021) Plant Ecology 222:613- 623,,2021,,Centaurea_scabiosa,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0107,SF06:SF06P002,SF06:SF06P002,Adriaens et al. (2009) Acta Oecologica 35:69- 82,,2009,,Colchicum_autumnale,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0108,SF06:SF06P003,SF06:SF06P003,Aguilar & Galetto (2004) Oecologia 138:513- 520,,2004,,Cestrum_parqui,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0109,SF06:SF06P004,SF06:SF06P004,"Aguilar (2005) PhD Thesis, National University of Córdoba Pp. 1- 169",,2005,,Cestrum_parqui; Dicliptera_squarrosa; Geoffroea_decorticans; Heimia_salicifolia; Ipomoea_purpurea; Lycium_cestroides; Mandevilla_laxa; Mandevilla_pentlandiana; Porlieria_microphylla; Solanum_chenopodioides; Talinum_paniculatum; Vachellia_caven,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0110,SF06:SF06P005,SF06:SF06P005,Aguilar et al. (2012) Biological Conservation 152:81- 89,,2012,,Neltuma_caldenia,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0111,SF06:SF06P006,SF06:SF06P006,Ahmed et al. (2009) PNAS 106:20342- 20347,,2009,,Ficus_sycomorus,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0112,SF06:SF06P007,SF06:SF06P007;PRIMARY:PS022,Aizen & Feinsinger (1994) Ecology 75:330- 351,"Forest Fragmentation, Pollination, and Plant Reproduction in a Chaco Dry Forest, Argentina",1994,10.2307/1939538,Erythrostemon_gilliesii; Justicia_squarrosa; Lepismium_lumbricoides; Ligaria_cuneifolia; Mimosa_detinens; Neltuma_nigra; Opuntia_quimilo; Parkinsonia_praecox; Portulaca_umbraticola; Senegalia_praecox; Senna_aphylla; Tillandsia_ixioides; Vachellia_aroma; Vachellia_atramentaria; Vachellia_furcatispina; Vachellia_praecox; Atamisquea emarginata; Cercidium australe; Prosopis nigra,ML020,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0113,SF06:SF06P008,SF06:SF06P008,Albrecht et al. (2007) Journal of Applied Ecology 44:813- 822,,2007,,Campanula_glomerata; Hypochaeris_radicata; Raphanus_raphanistrum; Raphanus_raphanistrum_subsp._sativus,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0114,SF06:SF06P009,SF06:SF06P009,Albrecht et al. (2009) PLoS One 4:e6751,,2009,,Centaurea_jacea,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0115,SF06:SF06P010,SF06:SF06P010,Angoh et al. (2021) South African Journal of Botany 141:196- 199,,2021,,Erica_discolor,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0116,SF06:SF06P011,SF06:SF06P011,Ballesteros et al. (2013) Oryx 47:199- 202,,2013,,Ononis_tridentata,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0117,SF06:SF06P012,SF06:SF06P012,Barreto et al. (2018) Botanical Journal of the Linnean Society 187:319- 326,,2018,,Justicia_aequilabris,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0118,SF06:SF06P014,SF06:SF06P014,Berjano et al. (2013) Journal for Nature Conservation 21:334- 341,,2013,,Convolvulus_lineatus,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0119,SF06:SF06P015,SF06:SF06P015,Bigger (1999) Nat Areas Journal 19:239- 244,,1999,,Sericocarpus_rigidus,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0120,SF06:SF06P016,SF06:SF06P016,Bizoux et al. (2008) Plant Biology 10:684- 693,,2008,,Viola_lutea_subsp._calaminaria,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0121,SF06:SF06P017,SF06:SF06P017,Bosch et al. (2002) Biol J Linn Soc 76:79- 90,,2002,,Petrocoptis_montsicciana,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0122,SF06:SF06P018,SF06:SF06P018,Bossuyt (2007) Conservation Biology 21:832- 841,,2007,,Parnassia_palustris,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0123,SF06:SF06P019,SF06:SF06P019,Braun et al. (2012) Journal of Tropical Ecology 28:353- 359,,2012,,Paypayrola_blanchetiana,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0124,SF06:SF06P020,SF06:SF06P020,Breed et al. (2012) Ecology Letters 15:444- 452,,2012,,Swietenia_macrophylla,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0125,SF06:SF06P021,SF06:SF06P021;PRIMARY:PS020,Breed et al. (2012) Molecular Ecology 21:5955- 5968,Pollen diversity matters: revealing the neglected effect of pollen diversity on fitness in fragmented landscapes,2012,10.1111/mec.12056,Eucalyptus_socialis; Eucalyptus socialis,ML014,materialized SF04/SF05/SF06 cross-frame canonical identity,doi_present,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0126,SF06:SF06P022,SF06:SF06P022,Breed et al. (2013) Heredity 115:108- 114,,2013,,Eucalyptus_gracilis; Eucalyptus_incrassata,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0127,SF06:SF06P023,SF06:SF06P023,Bruna & Kress (2002) Cons Biol 16:1256- 1266,,2002,,Heliconia_acuminata,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0128,SF06:SF06P024,SF06:SF06P024,Brys et al. (2003) Acta Oecologica 24:247- 253,,2003,,Primula_veris,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0129,SF06:SF06P025,SF06:SF06P025,Brys et al. (2004) Journal of Ecology 92: 5- 14,,2004,,Primula_vulgaris,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0130,SF06:SF06P026,SF06:SF06P026,Brys et al. (2008) Botanical Journal of the Linnean Society 157:713- 721,,2008,,Listera_ovata; Neottia_ovata,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0131,SF06:SF06P027,SF06:SF06P027,Brys et al. (2008) Journal of Evolutionary Biology 21:1281- 1289,,2008,,Pulmonaria_officinalis,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
CF01S0132,SF06:SF06P028,SF06:SF06P028,Brys et al. (2011) American Journal of Botany 98:1834- 1840,,2011,,Centaurium_erythraea,,materialized SF04/SF05/SF06 cross-frame canonical identity,citation_resolution_pending,pending,pending,2026-09-18,pending_uniform_CF01_bibliographic_expansion,no
