cf01_seed_id,canonical_search_key,input_doi,input_citation,resolution_status,resolution_method,openalex_id,resolved_doi,resolved_title,resolved_year,match_score,match_margin,match_details_json,cited_by_count_metadata,referenced_work_count_metadata,resolution_error,citation_expansion_cutoff,outcome_opened
CF01S0085,SF05:71,10.1111/mec.12495,"Côrtes, M.C., Uriarte, M., Lemes, M.R., Gribel, R., John Kress, W., Smouse, P.E., Bruna, E.M., 2013. Low plant density enhances gene dispersal in the Amazonian understory herb Heliconia acuminata. Mol. Ecol. 22, 5716–5729. https://doi.org/10.1111/mec.12495",resolved,openalex_doi_exact,https://openalex.org/W2041783114,10.1111/mec.12495,Low plant density enhances gene dispersal in the Amazonian understory herb Heliconia acuminata,2013,100.000000,100.000000,"{""doi_exact"": true}",37,84,,2026-09-18,no
CF01S0086,SF05:73,10.14214/sf.9987,"Dering, M., Sękiewicz, K., Iszkuło, G., Chojnacka, A., Tomaszewski, D., Pers-Kamczyc, E., Karolewski, P., 2018. Spatial genetic structure and clonal structure of Prunus serotina during invasive spread. Silva Fenn. 52, 1–21. https://doi.org/10.14214/sf.9987",resolved,openalex_doi_exact,https://openalex.org/W2885316481,10.14214/sf.9987,Spatial genetic structure and clonality of Prunus serotina Ehrh. during invasive spread into Scots pine forests,2018,100.000000,100.000000,"{""doi_exact"": true}",9,0,,2026-09-18,no
CF01S0087,SF05:74,10.1016/j.sajb.2016.02.205,"Gigant, R.L., De Bruyn, A., M’sa, T., Viscardi, G., Gigord, L., Gauvin-Bialecki, A., Pailler, T., Humeau, L., Grisoni, M., Besse, P., 2016. Combining pollination ecology and fine-scale spatial genetic structure analysis to unravel the reproductive strategy of an insular threatened orchid. South African J. Bot. 105, 25–35. https://doi.org/10.1016/j.sajb.2016.02.205",resolved,openalex_doi_exact,https://openalex.org/W2312688383,10.1016/j.sajb.2016.02.205,Combining pollination ecology and fine-scale spatial genetic structure analysis to unravel the reproductive strategy of an insular threatened orchid,2016,100.000000,100.000000,"{""doi_exact"": true}",23,105,,2026-09-18,no
CF01S0088,SF05:76,10.1111/mec.12054,"Ismail, S.A., Ghazoul, J., Ravikanth, G., Uma Shaanker, R., Kushalappa, C.G., Kettle, C.J., 2012. Does long-distance pollen dispersal preclude inbreeding in tropical trees? Fragmentation genetics of Dysoxylum malabaricum in an agro-forest landscape. Mol. Ecol. 21, 5484–5496. https://doi.org/10.1111/mec.12054",resolved,openalex_doi_exact,https://openalex.org/W2123828299,10.1111/mec.12054,Does long‐distance pollen dispersal preclude inbreeding in tropical trees? Fragmentation genetics of D ysoxylum malabaricum in an agro‐forest landscape,2012,100.000000,100.000000,"{""doi_exact"": true}",79,75,,2026-09-18,no
CF01S0089,SF05:77,10.1186/1471-2148-12-48,"Pandey, M., Rajora, O.P., 2012. Higher fine-scale genetic structure in peripheral than in core populations of a long-lived and mixed-mating conifer - Eastern white cedar (Thuja occidentalis L.). BMC Evol. Biol. 12. https://doi.org/10.1186/1471-2148-12-48",resolved,openalex_doi_exact,https://openalex.org/W2075089190,10.1186/1471-2148-12-48,Higher fine-scale genetic structure in peripheral than core populations of a long-lived and mixed-mating conifer - eastern white cedar (Thuja occidentalis L.),2012,100.000000,100.000000,"{""doi_exact"": true}",52,77,,2026-09-18,no
CF01S0090,SF05:79,10.1371/journal.pone.0192107,"Pometti, C., Bessega, C., Cialdella, A., Ewens, M., Saidman, B., Vilardi, J., 2018. Spatial genetic structure within populations and management implications of the South American species Acacia aroma (Fabaceae). PLoS One 13, 1–14. https://doi.org/10.1371/journal.pone.0192107",resolved,openalex_doi_exact,https://openalex.org/W2787060013,10.1371/journal.pone.0192107,Spatial genetic structure within populations and management implications of the South American species Acacia aroma (Fabaceae),2018,100.000000,100.000000,"{""doi_exact"": true}",12,54,,2026-09-18,no
CF01S0091,SF05:8,10.1111/j.1744-7429.2007.00266.x,"Cloutier, D., Hardy, O.J., Caron, H., Ciampi, A.Y., Degen, B., Kanashiro, M., Schoen, D.J., 2007. Low Inbreeding and High Pollen Dispersal Distances in Populations of Two Amazonian Forest Tree Species. Biotropica 39, 406–415. https://doi.org/10.1111/j.1744-7429.2007.00266.x",resolved,openalex_doi_exact,https://openalex.org/W2053345863,10.1111/j.1744-7429.2007.00266.x,Low Inbreeding and High Pollen Dispersal Distances in Populations of Two Amazonian Forest Tree Species,2007,100.000000,100.000000,"{""doi_exact"": true}",24,47,,2026-09-18,no
CF01S0092,SF05:80,10.1038/sj.hdy.6800935,"Vaughan, S.P., Cottrell, J.E., Moodley, D.J., Connolly, T., Russell, K., 2007. Distribution and fine-scale spatial-genetic structure in British wild cherry (Prunus avium L.). Heredity (Edinb). 98, 274–283. https://doi.org/10.1038/sj.hdy.6800935",resolved,openalex_doi_exact,https://openalex.org/W2090363131,10.1038/sj.hdy.6800935,Distribution and fine-scale spatial-genetic structure in British wild cherry (Prunus avium L.),2007,100.000000,100.000000,"{""doi_exact"": true}",34,37,,2026-09-18,no
CF01S0093,SF05:82,10.1007/s10592-017-0982-2 | 10.1007/s10592-017-0982-3 | 10.1007/s10592-017-0982-4 | 10.1007/s10592-017-0982-5,"Morgan, E.J., Kaiser-Bunbury, C.N., Edwards, P.J., Fleischer-Dogley, F., Kettle, C.J., 2017. Keeping it in the family: strong fine-scale genetic structure and inbreeding in Lodoicea maldivica, the largest-seeded plant in the world. Conserv. Genet. 18, 1317–1329. https://doi.org/10.1007/s10592-017-0982-2 | Morgan, E.J., Kaiser-Bunbury, C.N., Edwards, P.J., Fleischer-Dogley, F., Kettle, C.J., 2017. Keeping it in the family: strong fine-scale genetic structure and inbreeding in Lodoicea maldivica, the largest-seeded plant in the world. Conserv. Genet. 18, 1317–1329. https://doi.org/10.1007/s10592-017-0982-3 | Morgan, E.J., Kaiser-Bunbury, C.N., Edwards, P.J., Fleischer-Dogley, F., Kettle, C.J., 2017. Keeping it in the family: strong fine-scale genetic structure and inbreeding in Lodoicea maldivica, the largest-seeded plant in the world. Conserv. Genet. 18, 1317–1329. https://doi.org/10.1007/s10592-017-0982-4 | Morgan, E.J., Kaiser-Bunbury, C.N., Edwards, P.J., Fleischer-Dogley, F., Kettle, C.J., 2017. Keeping it in the family: strong fine-scale genetic structure and inbreeding in Lodoicea maldivica, the largest-seeded plant in the world. Conserv. Genet. 18, 1317–1329. https://doi.org/10.1007/s10592-017-0982-5",resolved,openalex_doi_exact,https://openalex.org/W2617429367,10.1007/s10592-017-0982-2,"Keeping it in the family: strong fine-scale genetic structure and inbreeding in Lodoicea maldivica, the largest-seeded plant in the world",2017,100.000000,100.000000,"{""doi_exact"": true}",6,69,,2026-09-18,no
CF01S0094,SF05:83,10.1111/mec.14765,"Browne, L., Karubian, J., 2018. Habitat loss and fragmentation reduce effective gene flow by disrupting seed dispersal in a neotropical palm. Mol. Ecol. 27, 3055–3069. https://doi.org/10.1111/mec.14765",resolved,openalex_doi_exact,https://openalex.org/W2808685669,10.1111/mec.14765,Habitat loss and fragmentation reduce effective gene flow by disrupting seed dispersal in a neotropical palm,2018,100.000000,100.000000,"{""doi_exact"": true}",68,100,,2026-09-18,no
CF01S0095,SF05:84,10.1007/s10709-013-9709-6,"Mathiasen, P., Premoli, A.C., 2013. Fine-scale genetic structure of Nothofagus pumilio (lenga) at contrasting elevations of the altitudinal gradient. Genetica 141, 95–105. https://doi.org/10.1007/s10709-013-9709-6",resolved,openalex_doi_exact,https://openalex.org/W2000910417,10.1007/s10709-013-9709-6,Fine-scale genetic structure of Nothofagus pumilio (lenga) at contrasting elevations of the altitudinal gradient,2013,100.000000,100.000000,"{""doi_exact"": true}",35,45,,2026-09-18,no
CF01S0096,SF05:85,10.1111/mec.14241,"Monthe, F.K., Hardy, O.J., Doucet, J.L., Loo, J., Duminil, J., 2017. Extensive seed and pollen dispersal and assortative mating in the rain forest tree Entandrophragma cylindricum (Meliaceae) inferred from indirect and direct analyses. Mol. Ecol. 26, 5279–5291. https://doi.org/10.1111/mec.14241",resolved,openalex_doi_exact,https://openalex.org/W2736367803,10.1111/mec.14241,Extensive seed and pollen dispersal and assortative mating in the rain forest tree E ntandrophragma cylindricum (Meliaceae) inferred from indirect and direct analyses,2017,100.000000,100.000000,"{""doi_exact"": true}",47,67,,2026-09-18,no
CF01S0097,SF05:86,10.1016/j.ppees.2015.02.005,"Raabová, J., Van Rossum, F., Jacquemart, A.L., Raspé, O., 2015. Population size affects genetic diversity and fine-scale spatial genetic structure in the clonal distylous herb Menyanthes trifoliata. Perspect. Plant Ecol. Evol. Syst. 17, 193–200. https://doi.org/10.1016/j.ppees.2015.02.005",resolved,openalex_doi_exact,https://openalex.org/W1980800117,10.1016/j.ppees.2015.02.005,Population size affects genetic diversity and fine-scale spatial genetic structure in the clonal distylous herb Menyanthes trifoliata,2015,100.000000,100.000000,"{""doi_exact"": true}",20,85,,2026-09-18,no
CF01S0098,SF05:87,10.1086/689200,"Octavio-Aguilar, P., Iglesias-Andreu, L.G., de Cáceres-González, F.F.N., Galván-Hernández, D.M., 2017. Fine-scale genetic structure of Zamia furfuracea: Variation with life-cycle stages. Int. J. Plant Sci. 178, 57–66. https://doi.org/10.1086/689200",resolved,openalex_doi_exact,https://openalex.org/W2557203607,10.1086/689200,Fine-Scale Genetic Structure ofZamia furfuracea: Variation with Life-Cycle Stages,2016,100.000000,100.000000,"{""doi_exact"": true}",17,55,,2026-09-18,no
CF01S0099,SF05:88,10.3389/fevo.2019.00170,"Xu, N., Jiang, K., Biswas, S.R., Tong, X., Wang, R., Chen, X., 2019. Clone Configuration and Spatial Genetic Structure of Two Halophila ovalis Populations With Contrasting Internode Lengths. Front. Ecol. Evol. 7, 1–13. https://doi.org/10.3389/fevo.2019.00170",resolved,openalex_doi_exact,https://openalex.org/W2945406156,10.3389/fevo.2019.00170,Clone Configuration and Spatial Genetic Structure of Two Halophila ovalis Populations With Contrasting Internode Lengths,2019,100.000000,100.000000,"{""doi_exact"": true}",12,72,,2026-09-18,no
CF01S0100,SF05:9,10.1093/jhered/ess080,"Dodd, R.S., Mayer, W., Nettel, A., Afzal-Rafii, Z., 2013. Clonal growth and fine-scale genetic structure in tanoak (Notholithocarpus densiflorus: Fagaceae). J. Hered. 104, 105–114. https://doi.org/10.1093/jhered/ess080",resolved,openalex_doi_exact,https://openalex.org/W2169124444,10.1093/jhered/ess080,Clonal Growth and Fine-Scale Genetic Structure in Tanoak (Notholithocarpus densiflorus: Fagaceae),2012,100.000000,100.000000,"{""doi_exact"": true}",20,53,,2026-09-18,no
CF01S0101,SF05:90,10.5846/stxb201312223001,"Zuo, W., Song, W., Jin, Z., Li, J., 2015. Fine-scale spatial genetic structure of Glechoma longituba. Shengtai Xuebao/ Acta Ecol. Sin. 35, 5761–5768. https://doi.org/10.5846/stxb201312223001",resolved,openalex_doi_exact,https://openalex.org/W2322119129,10.5846/stxb201312223001,Fine-scale spatial genetic structure ofGlechoma longituba,2014,100.000000,100.000000,"{""doi_exact"": true}",1,0,,2026-09-18,no
CF01S0102,SF05:91,10.1111/j.1365-2745.2009.01484.x,"Vandepitte, K., Roldán-Ruiz, I., Leus, L., Jacquemyn, H., Honnay, O., 2009. Canopy closure shapes clonal diversity and fine-scale genetic structure in the dioecious understorey perennial Mercurialis perennis. J. Ecol. 97, 404–414. https://doi.org/10.1111/j.1365-2745.2009.01484.x",resolved,openalex_doi_exact,https://openalex.org/W2094592197,10.1111/j.1365-2745.2009.01484.x,Canopy closure shapes clonal diversity and fine‐scale genetic structure in the dioecious understorey perennial Mercurialis perennis,2009,100.000000,100.000000,"{""doi_exact"": true}",53,77,,2026-09-18,no
CF01S0103,SF05:92,10.1007/s10709-005-4823-8,"Jin, Y., He, T., Lu, B.R., 2006. Genetic spatial clustering: Significant implications for conservation of wild soybean (Glycine soja: Fabaceae). Genetica 128, 41–49. https://doi.org/10.1007/s10709-005-4823-8",resolved,openalex_doi_exact,https://openalex.org/W2056921791,10.1007/s10709-005-4823-8,Genetic spatial clustering: significant implications for conservation of wild soybean (Glycine soja: Fabaceae),2006,100.000000,100.000000,"{""doi_exact"": true}",19,46,,2026-09-18,no
CF01S0104,SF05:94,10.1016/j.ppees.2010.11.002,"Kettle, C.J., Hollingsworth, P.M., Burslem, D.F.R.P., Maycock, C.R., Khoo, E., Ghazoul, J., 2011. Determinants of fine-scale spatial genetic structure in three co-occurring rain forest canopy trees in Borneo. Perspect. Plant Ecol. Evol. Syst. 13, 47–56. https://doi.org/10.1016/j.ppees.2010.11.002",resolved,openalex_doi_exact,https://openalex.org/W2144780430,10.1016/j.ppees.2010.11.002,Determinants of fine-scale spatial genetic structure in three co-occurring rain forest canopy trees in Borneo,2010,100.000000,100.000000,"{""doi_exact"": true}",41,60,,2026-09-18,no
CF01S0105,SF05:96,10.1111/j.1365-2745.2009.01516.x,"Ayre, D., Ottewell, K., Krauss, S., Whelan, RJ. 2009. Genetic structure of seedling cohorts following repeated wildfires in the fire-sensitive shrub Persoonia mollis ssp nectens. Journal of Ecology 97(4): 752-760. https://doi.org/10.1111/j.1365-2745.2009.01516.x",resolved,openalex_doi_exact,https://openalex.org/W634668407,10.1111/j.1365-2745.2009.01516.x,Genetic structure of seedling cohorts following repeated wildfires in the fire-sensitive shrub Persoonia mollisssp.nectens,2009,100.000000,100.000000,"{""doi_exact"": true}",0,0,,2026-09-18,no
CF01S0106,SF06:SF06P001,,Abrahamczyk et al. (2021) Plant Ecology 222:613- 623,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W3139192125,10.1007/s11258-021-01129-1,Frequency of flower visitors and achene production increase with rising population size in the self-incompatible herb Centaurea scabiosa (Asteraceae),2021,9.000000,3.000000,"{""author_match"": true, ""crossref_doi"": ""10.1007/s11258-021-01129-1"", ""crossref_title"": ""Frequency of flower visitors and achene production increase with rising population size in the self-incompatible herb Centaurea scabiosa (Asteraceae)"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",6,32,,2026-09-18,no
CF01S0107,SF06:SF06P002,,Adriaens et al. (2009) Acta Oecologica 35:69- 82,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2081897043,10.1016/j.actao.2008.08.003,Conservation of remnant populations of Colchicum autumnale – The relative importance of local habitat quality and habitat fragmentation,2008,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1016/j.actao.2008.08.003"", ""crossref_title"": ""Conservation of remnant populations of Colchicum autumnale \u2013 The relative importance of local habitat quality and habitat fragmentation"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",19,53,,2026-09-18,no
CF01S0108,SF06:SF06P003,,Aguilar & Galetto (2004) Oecologia 138:513- 520,unresolved,crossref_bibliographic_to_openalex_doi,,,,,6.000000,2.000000,"{""author_match"": false, ""crossref_doi"": ""10.1007/s00442-003-1451-9"", ""crossref_title"": ""Effects of forest fragmentation on male and female reproductive success in Cestrum parqui (Solanaceae)"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",,,crossref_ambiguous_or_low_confidence,2026-09-18,no
CF01S0109,SF06:SF06P004,,"Aguilar (2005) PhD Thesis, National University of Córdoba Pp. 1- 169",unresolved,crossref_bibliographic_to_openalex_doi,,,,,0.000000,0.000000,"{""author_match"": false, ""crossref_doi"": ""10.52041/iase2023.115"", ""crossref_title"": ""Teaching statistics to psychology students: Two strategies to overcome some limitations"", ""page_match"": false, ""title_similarity"": 0.0, ""volume_match"": false, ""year_match"": false}",,,crossref_ambiguous_or_low_confidence,2026-09-18,no
CF01S0110,SF06:SF06P005,,Aguilar et al. (2012) Biological Conservation 152:81- 89,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2029669711,10.1016/j.biocon.2012.03.021,What is left after sex in fragmented habitats? Assessing the quantity and quality of progeny in the endemic tree Prosopis caldenia (Fabaceae),2012,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1016/j.biocon.2012.03.021"", ""crossref_title"": ""What is left after sex in fragmented habitats? Assessing the quantity and quality of progeny in the endemic tree Prosopis caldenia (Fabaceae)"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",20,91,,2026-09-18,no
CF01S0111,SF06:SF06P006,,Ahmed et al. (2009) PNAS 106:20342- 20347,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2009418630,10.1073/pnas.0902213106,Wind-borne insects mediate directional pollen transfer between desert fig trees 160 kilometers apart,2009,9.000000,7.000000,"{""author_match"": true, ""crossref_doi"": ""10.1073/pnas.0902213106"", ""crossref_title"": ""Wind-borne insects mediate directional pollen transfer between desert fig trees 160 kilometers apart"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",224,47,,2026-09-18,no
CF01S0112,SF06:SF06P007,10.2307/1939538,Aizen & Feinsinger (1994) Ecology 75:330- 351,resolved,openalex_doi_exact,https://openalex.org/W2099188420,10.2307/1939538,"Forest Fragmentation, Pollination, and Plant Reproduction in a Chaco Dry Forest, Argentina",1994,100.000000,100.000000,"{""doi_exact"": true}",796,69,,2026-09-18,no
CF01S0113,SF06:SF06P008,,Albrecht et al. (2007) Journal of Applied Ecology 44:813- 822,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W1492966740,10.1111/j.1365-2664.2007.01306.x,The Swiss agri‐environment scheme enhances pollinator diversity and plant reproductive success in nearby intensively managed farmland,2007,9.000000,4.000000,"{""author_match"": true, ""crossref_doi"": ""10.1111/j.1365-2664.2007.01306.x"", ""crossref_title"": ""The Swiss agri\u2010environment scheme enhances pollinator diversity and plant reproductive success in nearby intensively managed farmland"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",253,55,,2026-09-18,no
CF01S0114,SF06:SF06P009,,Albrecht et al. (2009) PLoS One 4:e6751,unresolved,crossref_bibliographic_to_openalex_doi,,,,,6.000000,3.000000,"{""author_match"": true, ""crossref_doi"": ""10.1371/journal.pone.0006751"", ""crossref_title"": ""Effective Long-Distance Pollen Dispersal in Centaurea jacea"", ""page_match"": false, ""title_similarity"": 0.0, ""volume_match"": false, ""year_match"": true}",,,crossref_ambiguous_or_low_confidence,2026-09-18,no
CF01S0115,SF06:SF06P010,,Angoh et al. (2021) South African Journal of Botany 141:196- 199,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W3166737689,10.1016/j.sajb.2021.05.012,Getting around: Effects of fragmentation on a bird-pollinated Erica species,2021,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1016/j.sajb.2021.05.012"", ""crossref_title"": ""Getting around: Effects of fragmentation on a bird-pollinated Erica species"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",0,30,,2026-09-18,no
CF01S0116,SF06:SF06P011,,Ballesteros et al. (2013) Oryx 47:199- 202,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2002230318,10.1017/s0030605312001688,Conservation status of the narrow endemic gypsophileOnonis tridentatasubsp.crassifoliain southern Spain: effects of habitat disturbance,2013,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1017/s0030605312001688"", ""crossref_title"": ""Conservation status of the narrow endemic gypsophile<i>Ononis tridentata</i>subsp.<i>crassifolia</i>in southern Spain: effects of habitat disturbance"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",13,16,,2026-09-18,no
CF01S0117,SF06:SF06P012,,Barreto et al. (2018) Botanical Journal of the Linnean Society 187:319- 326,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2802185161,10.1093/botlinnean/boy017,Is there an influence of the edge on plant pollination in dry forests? The case of Justicia aequilabris (Acanthaceae),2018,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1093/botlinnean/boy017"", ""crossref_title"": ""Is there an influence of the edge on plant pollination in dry forests? The case of Justicia aequilabris (Acanthaceae)"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",5,40,,2026-09-18,no
CF01S0118,SF06:SF06P014,,Berjano et al. (2013) Journal for Nature Conservation 21:334- 341,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2094233539,10.1016/j.jnc.2013.05.001,Mate limitation in populations of the endangered Convolvulus lineatus L.: A case for genetic rescue?,2013,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1016/j.jnc.2013.05.001"", ""crossref_title"": ""Mate limitation in populations of the endangered Convolvulus lineatus L.: A case for genetic rescue?"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",21,66,,2026-09-18,no
CF01S0119,SF06:SF06P015,,Bigger (1999) Nat Areas Journal 19:239- 244,unresolved,crossref_bibliographic_to_openalex_doi,,,,,5.000000,0.000000,"{""author_match"": false, ""crossref_doi"": ""10.1016/b978-075064419-8/50009-6"", ""crossref_title"": ""Index"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": false, ""year_match"": true}",,,crossref_ambiguous_or_low_confidence,2026-09-18,no
CF01S0120,SF06:SF06P016,,Bizoux et al. (2008) Plant Biology 10:684- 693,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2008566919,10.1111/j.1438-8677.2008.00077.x,"Fitness and genetic variation of Viola calaminaria, an endemic metallophyte: implications of population structure and history",2008,9.000000,4.000000,"{""author_match"": true, ""crossref_doi"": ""10.1111/j.1438-8677.2008.00077.x"", ""crossref_title"": ""Fitness and genetic variation of <i>Viola calaminaria</i>, an endemic metallophyte: implications of population structure and history"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",27,56,,2026-09-18,no
CF01S0121,SF06:SF06P017,,Bosch et al. (2002) Biol J Linn Soc 76:79- 90,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W4238161095,10.1046/j.1095-8312.2002.00050.x,Pollination ecology of the pre-Pyrenean endemic Petrocoptis montsicciana (Caryophyllaceae): effects of population size,2002,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1046/j.1095-8312.2002.00050.x"", ""crossref_title"": ""Pollination ecology of the pre-Pyrenean endemic Petrocoptis montsicciana (Caryophyllaceae): effects of population size"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",1,40,,2026-09-18,no
CF01S0122,SF06:SF06P018,,Bossuyt (2007) Conservation Biology 21:832- 841,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2133012416,10.1111/j.1523-1739.2006.00645.x,"Genetic Rescue in an Isolated Metapopulation of a Naturally Fragmented Plant Species, Parnassia palustris",2007,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1111/j.1523-1739.2006.00645.x"", ""crossref_title"": ""Genetic Rescue in an Isolated Metapopulation of a Naturally Fragmented Plant Species,\n                    <i>Parnassia palustris</i>"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",61,52,,2026-09-18,no
CF01S0123,SF06:SF06P019,,Braun et al. (2012) Journal of Tropical Ecology 28:353- 359,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2141397523,10.1017/s0266467412000314,Fragment size and local flower density influence seed set of the understorey tree Paypayrola blanchetiana (Violaceae) in Brazilian Atlantic rain forest,2012,9.000000,4.000000,"{""author_match"": true, ""crossref_doi"": ""10.1017/s0266467412000314"", ""crossref_title"": ""Fragment size and local flower density influence seed set of the understorey tree <i>Paypayrola blanchetiana</i> (Violaceae) in Brazilian Atlantic rain forest"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",2,41,,2026-09-18,no
CF01S0124,SF06:SF06P020,,Breed et al. (2012) Ecology Letters 15:444- 452,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2130132149,10.1111/j.1461-0248.2012.01752.x,Shifts in reproductive assurance strategies and inbreeding costs associated with habitat fragmentation in Central American mahogany,2012,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1111/j.1461-0248.2012.01752.x"", ""crossref_title"": ""Shifts in reproductive assurance strategies and inbreeding costs associated with habitat fragmentation in Central American mahogany"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",63,47,,2026-09-18,no
CF01S0125,SF06:SF06P021,10.1111/mec.12056,Breed et al. (2012) Molecular Ecology 21:5955- 5968,resolved,openalex_doi_exact,https://openalex.org/W1980364601,10.1111/mec.12056,Pollen diversity matters: revealing the neglected effect of pollen diversity on fitness in fragmented landscapes,2012,100.000000,100.000000,"{""doi_exact"": true}",72,75,,2026-09-18,no
CF01S0126,SF06:SF06P022,,Breed et al. (2013) Heredity 115:108- 114,unresolved,crossref_bibliographic_to_openalex_doi,,,,,6.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1038/hdy.2013.48"", ""crossref_title"": ""Mating patterns and pollinator mobility are critical traits in forest fragmentation genetics"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": false}",,,crossref_ambiguous_or_low_confidence,2026-09-18,no
CF01S0127,SF06:SF06P023,,Bruna & Kress (2002) Cons Biol 16:1256- 1266,unresolved,crossref_bibliographic_to_openalex_doi,,,,,0.000000,0.000000,{},,,crossref_http_429,2026-09-18,no
CF01S0128,SF06:SF06P024,,Brys et al. (2003) Acta Oecologica 24:247- 253,unresolved,crossref_bibliographic_to_openalex_doi,,,,,0.000000,0.000000,{},,,crossref_http_429,2026-09-18,no
CF01S0129,SF06:SF06P025,,Brys et al. (2004) Journal of Ecology 92: 5- 14,unresolved,crossref_bibliographic_to_openalex_doi,,,,,0.000000,0.000000,{},,,crossref_http_429,2026-09-18,no
CF01S0130,SF06:SF06P026,,Brys et al. (2008) Botanical Journal of the Linnean Society 157:713- 721,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2146406664,10.1111/j.1095-8339.2008.00830.x,"Pollination efficiency and reproductive patterns in relation to local plant density, population size, and floral display in the rewardingListera ovata(Orchidaceae)",2008,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1111/j.1095-8339.2008.00830.x"", ""crossref_title"": ""Pollination efficiency and reproductive patterns in relation to local plant density, population size, and floral display in the rewarding<i>Listera ovata</i>(Orchidaceae)"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",80,49,,2026-09-18,no
CF01S0131,SF06:SF06P027,,Brys et al. (2008) Journal of Evolutionary Biology 21:1281- 1289,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2079563784,10.1111/j.1420-9101.2008.01569.x,"Morph‐ratio variation, population size and female reproductive success in distylous Pulmonaria officinalis (Boraginaceae)",2008,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1111/j.1420-9101.2008.01569.x"", ""crossref_title"": ""Morph\u2010ratio variation, population size and female reproductive success in distylous <i>Pulmonaria officinalis</i> (Boraginaceae)"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",45,39,,2026-09-18,no
CF01S0132,SF06:SF06P028,,Brys et al. (2011) American Journal of Botany 98:1834- 1840,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2166828003,10.3732/ajb.1100154,Importance of autonomous selfing is inversely related to population size and pollinator availability in a monocarpic plant,2011,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.3732/ajb.1100154"", ""crossref_title"": ""Importance of autonomous selfing is inversely related to population size and pollinator availability in a monocarpic plant"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",38,46,,2026-09-18,no
