cf01_seed_id,canonical_search_key,input_doi,input_citation,resolution_status,resolution_method,openalex_id,resolved_doi,resolved_title,work_identity_key,work_identity_status,canonical_seed_id_for_work,seed_ids_sharing_resolved_work,n_seed_ids_sharing_resolved_work,outcome_opened
CF01S0067,SF05:4,10.1111/j.1365-294x.2009.04365.x,"Bizoux, J.P., Daïnou, K., Bourland, N., Hardy, O.J., Heuertz, M., Mahy, G., Doucet, J.L., 2009. Spatial genetic structure in Milicia excelsa (Moraceae) indicates extensive gene dispersal in a low-density wind-pollinated tropical tree. Mol. Ecol. 18, 4398–4408. https://doi.org/10.1111/j.1365-294X.2009.04365.x",resolved,openalex_doi_exact,W2108083662,10.1111/j.1365-294x.2009.04365.x,Spatial genetic structure in Milicia excelsa (Moraceae) indicates extensive gene dispersal in a low‐density wind‐pollinated tropical tree,OPENALEX:W2108083662,resolved_unique_work,CF01S0067,CF01S0067,1,no
CF01S0068,SF05:42,,"Van Rossum, F., Triest, L., 2003. Spatial Genetic Structure and Reproductive Success in Fragmented and Continuous Populations of Primula vulgaris. Folia Geobot. 38, 239–254.",unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0068,unresolved_seed_identity,CF01S0068,CF01S0068,1,no
CF01S0069,SF05:44,10.1055/s-2006-924632,"Van Rossum, F., Triest, L., 2007. Fine-scale spatial genetic structure of the distylous Primula veris in fragmented habitats. Plant Biol. 9, 374–382. https://doi.org/10.1055/s-2006-924632",resolved,openalex_doi_exact,W2003598012,10.1055/s-2006-924632,Fine‐Scale Spatial Genetic Structure of the Distylous Primula veris in Fragmented Habitats,OPENALEX:W2003598012,resolved_unique_work,CF01S0069,CF01S0069,1,no
CF01S0070,SF05:46,10.1111/j.1365-294x.2007.03685.x,"Born, C., Hardy, O.J., Chevallier, M.H., Ossari, S., Attéké, C., Wickings, E.J., Hossaert-Mckey, M., 2008. Small-scale spatial genetic structure in the Central African rainforest tree species Aucoumea klaineana: A stepwise approach to infer the impact of limited gene dispersal, population history and habitat fragmentation. Mol. Ecol. 17, 2041–2050. https://doi.org/10.1111/j.1365-294X.2007.03685.x",resolved,openalex_doi_exact,W1867991976,10.1111/j.1365-294x.2007.03685.x,"Small‐scale spatial genetic structure in the Central African rainforest tree species Aucoumea klaineana: a stepwise approach to infer the impact of limited gene dispersal, population history and habitat fragmentation",OPENALEX:W1867991976,resolved_unique_work,CF01S0070,CF01S0070,1,no
CF01S0071,SF05:48,10.1515/sg-2016-0015,"Aizawa, M., Nakayama, C., Ohkubo, T., 2016. Comparison of fine-scale spatial genetic structure of two sympatric Rhododendron shrub species in forest habitat having different seed weights: A case study. Silvae Genet. 65, 39–45. https://doi.org/10.1515/sg-2016-0015",resolved,openalex_doi_exact,W2755309280,10.1515/sg-2016-0015,Comparison of fine-scale spatial genetic structure of two sympatricRhododendronshrub species in forest habitat having different seed weights: A case study,OPENALEX:W2755309280,resolved_unique_work,CF01S0071,CF01S0071,1,no
CF01S0072,SF05:49,10.1371/journal.pone.0049012,"Albaladejo, R.G., Guzmán, B., González-Martínez, S.C., Aparicio, A., 2012. Extensive pollen flow but few pollen donors and high reproductive variance in an extremely fragmented landscape. PLoS One 7, 1–9. https://doi.org/10.1371/journal.pone.0049012",resolved,openalex_doi_exact,W2030640779,10.1371/journal.pone.0049012,Extensive Pollen Flow but Few Pollen Donors and High Reproductive Variance in an Extremely Fragmented Landscape,OPENALEX:W2030640779,resolved_unique_work,CF01S0072,CF01S0072,1,no
CF01S0073,SF05:51,10.1016/j.bse.2017.02.005,"Araújo, M.R.G., Melo Júnior, A.F. de, Menezes, E.V., Brandão, M.M., Cota, L.G., Oliveira, D.A. de, Royo, V. de A., Vieira, F.A., 2017. Fine-scale spatial genetic structure and gene flow in Acrocomia aculeata (Arecaceae): Analysis in an overlapping generation. Biochem. Syst. Ecol. 71, 147–154. https://doi.org/10.1016/j.bse.2017.02.005",resolved,openalex_doi_exact,W2592351233,10.1016/j.bse.2017.02.005,Fine-scale spatial genetic structure and gene flow in Acrocomia aculeata (Arecaceae): Analysis in an overlapping generation,OPENALEX:W2592351233,resolved_unique_work,CF01S0073,CF01S0073,1,no
CF01S0074,SF05:52,10.1007/s10342-016-0948-9,"Bessega, C., Pometti, C.L., Ewens, M., Saidman, B.O., Vilardi, J.C., 2016. Fine-scale spatial genetic structure analysis in two Argentine populations of Prosopis alba (Mimosoideae) with different levels of ecological disturbance. Eur. J. For. Res. 135, 495–505. https://doi.org/10.1007/s10342-016-0948-9",resolved,openalex_doi_exact,W2460212676,10.1007/s10342-016-0948-9,Fine-scale spatial genetic structure analysis in two Argentine populations of Prosopis alba (Mimosoideae) with different levels of ecological disturbance,OPENALEX:W2460212676,resolved_unique_work,CF01S0074,CF01S0074,1,no
CF01S0075,SF05:54,10.1093/aob/mcw286,"Budde, K.B., González-Martínez, S.C., Navascués, M., Burgarella, C., Mosca, E., Lorenzo, Z., Zabal-Aguirre, M., Vendramin, G.G., Verdú, M., Pausas, J.G., Heuertz, M., 2017. Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill. Ann. Bot. 119, 1061–1072. https://doi.org/10.1093/aob/mcw286",resolved,openalex_doi_exact,W2583385615,10.1093/aob/mcw286,Increased fire frequency promotes stronger spatial genetic structure and natural selection at regional and local scales in Pinus halepensis Mill,OPENALEX:W2583385615,resolved_unique_work,CF01S0075,CF01S0075,1,no
CF01S0076,SF05:56,10.1590/s1415-47572012005000066,"Buzatti, R.S. de O., Ribeiro, R.A., Filho, J.P. de L., Lovato, M.B., 2012. Fine-scale spatial genetic structure of Dalbergia nigra (Fabaceae), a threatened and endemic tree of the Brazilian Atlantic Forest. Genet. Mol. Biol. 35, 838–846. https://doi.org/10.1590/S1415-47572012005000066",resolved,openalex_doi_exact,W1982273044,10.1590/s1415-47572012005000066,"Fine-scale spatial genetic structure of Dalbergia nigra (Fabaceae), a threatened and endemic tree of the Brazilian Atlantic Forest",OPENALEX:W1982273044,resolved_unique_work,CF01S0076,CF01S0076,1,no
CF01S0077,SF05:57,10.1111/mec.15233,"Castilla, A.R., Garrote, P.J., ?ywiec, M., Calvo, G., Suárez-Esteban, A., Delibes, M., Godoy, J.A., Picó, F.X., Fedriani, J.M., 2019. Genetic rescue by distant trees mitigates qualitative pollen limitation imposed by fine-scale spatial genetic structure. Mol. Ecol. 28, 4363–4374. https://doi.org/10.1111/mec.15233",resolved,openalex_doi_exact,W2963918403,10.1111/mec.15233,Genetic rescue by distant trees mitigates qualitative pollen limitation imposed by fine‐scale spatial genetic structure,OPENALEX:W2963918403,resolved_unique_work,CF01S0077,CF01S0077,1,no
CF01S0078,SF05:64,10.1111/j.1365-294x.2006.02978.x,"Jacquemyn, H., Brys, R., Vandepitte, K., Honnay, O., Roldán-Ruiz, I., 2006. Fine-scale genetic structure of life history stages in the food-deceptive orchid Orchis purpurea. Mol. Ecol. 15, 2801–2808. https://doi.org/10.1111/j.1365-294X.2006.02978.x",resolved,openalex_doi_exact,W2123427898,10.1111/j.1365-294x.2006.02978.x,Fine‐scale genetic structure of life history stages in the food‐deceptive orchid Orchis purpurea,OPENALEX:W2123427898,resolved_unique_work,CF01S0078,CF01S0078,1,no
CF01S0079,SF05:65,10.1111/j.1365-2745.2008.01464.x,"Jacquemyn, H., Wiegand, T., Vandepitte, K., Brys, R., Roldán-Ruiz, I., Honnay, O., 2009. Multigenerational analysis of spatial structure in the terrestrial, food-deceptive orchid Orchis mascula. J. Ecol. 97, 206–216. https://doi.org/10.1111/j.1365-2745.2008.01464.x",resolved,openalex_doi_exact,W2032518907,10.1111/j.1365-2745.2008.01464.x,"Multigenerational analysis of spatial structure in the terrestrial, food‐deceptive orchid Orchis mascula",OPENALEX:W2032518907,resolved_unique_work,CF01S0079,CF01S0079,1,no
CF01S0080,SF05:66,10.1016/j.bse.2012.02.023,"Jin, Z., Li, J., Liu, L., 2012. Fine-scale spatial genetic structure within age classes of the two fragmented populations of Sinocalycanthus chinensis Cheng et S.Y. Chang, an endangered plant species endemic to China. Biochem. Syst. Ecol. 43, 117–124. https://doi.org/10.1016/j.bse.2012.02.023.",resolved,openalex_doi_exact,W1978942886,10.1016/j.bse.2012.02.023,"Fine-scale spatial genetic structure within age classes of the two fragmented populations of Sinocalycanthus chinensis Cheng et S.Y. Chang, an endangered plant species endemic to China",OPENALEX:W1978942886,resolved_unique_work,CF01S0080,CF01S0080,1,no
CF01S0081,SF05:67,10.1093/jhered/esm040,"Yamagishi, H., Tomimatsu, H., Ohara, M., 2007. Fine-scale spatial genetic structure within continuous and fragmented populations of Trillium camschatcense. J. Hered. 98, 367–372. https://doi.org/10.1093/jhered/esm040",resolved,openalex_doi_exact,W2168860335,10.1093/jhered/esm040,Fine-Scale Spatial Genetic Structure within Continuous and Fragmented Populations of Trillium camschatcense,OPENALEX:W2168860335,resolved_unique_work,CF01S0081,CF01S0081,1,no
CF01S0082,SF05:68,10.1111/j.1438-8677.2010.00361.x,"Yao, X., Zhang, J., Ye, Q., Huang, H., 2011. Fine-scale spatial genetic structure and gene flow in a small, fragmented population of Sinojackia rehderiana (Styracaceae), an endangered tree species endemic to China. Plant Biol. 13, 401–410. https://doi.org/10.1111/j.1438-8677.2010.00361.x",resolved,openalex_doi_exact,W1579082729,10.1111/j.1438-8677.2010.00361.x,"Fine‐scale spatial genetic structure and gene flow in a small, fragmented population of Sinojackia rehderiana (Styracaceae), an endangered tree species endemic to China",OPENALEX:W1579082729,resolved_unique_work,CF01S0082,CF01S0082,1,no
CF01S0083,SF05:69,10.1111/j.1365-294x.2007.03361.x,"Chung, M.Y., Nason, J.D., Chung, M.G., 2007. Effects of population succession on demographic and genetic processes: Predictions and tests in the daylily Hemerocallis thunbergii (Liliaceae). Mol. Ecol. 16, 2816–2829. https://doi.org/10.1111/j.1365-294X.2007.03361.x",resolved,openalex_doi_exact,W2063576729,10.1111/j.1365-294x.2007.03361.x,Effects of population succession on demographic and genetic processes: predictions and tests in the daylily Hemerocallis thunbergii (Liliaceae),OPENALEX:W2063576729,resolved_unique_work,CF01S0083,CF01S0083,1,no
CF01S0084,SF05:70,10.1139/b09-049,"Chybicki, I.J., Trojankiewicz, M., Oleksa, A., Dzialuk, A., Burczyk, J., 2009. Isolation-by-distance within naturally established populations of European beech (Fagus sylvatica). Botany 87, 791–798. https://doi.org/10.1139/B09-049.",resolved,openalex_doi_exact,W2139029847,10.1139/b09-049,Isolation-by-distance within naturally established populations of European beech (Fagus sylvatica),OPENALEX:W2139029847,resolved_unique_work,CF01S0084,CF01S0084,1,no
CF01S0085,SF05:71,10.1111/mec.12495,"Côrtes, M.C., Uriarte, M., Lemes, M.R., Gribel, R., John Kress, W., Smouse, P.E., Bruna, E.M., 2013. Low plant density enhances gene dispersal in the Amazonian understory herb Heliconia acuminata. Mol. Ecol. 22, 5716–5729. https://doi.org/10.1111/mec.12495",resolved,openalex_doi_exact,W2041783114,10.1111/mec.12495,Low plant density enhances gene dispersal in the Amazonian understory herb Heliconia acuminata,OPENALEX:W2041783114,resolved_unique_work,CF01S0085,CF01S0085,1,no
CF01S0086,SF05:73,10.14214/sf.9987,"Dering, M., Sękiewicz, K., Iszkuło, G., Chojnacka, A., Tomaszewski, D., Pers-Kamczyc, E., Karolewski, P., 2018. Spatial genetic structure and clonal structure of Prunus serotina during invasive spread. Silva Fenn. 52, 1–21. https://doi.org/10.14214/sf.9987",resolved,openalex_doi_exact,W2885316481,10.14214/sf.9987,Spatial genetic structure and clonality of Prunus serotina Ehrh. during invasive spread into Scots pine forests,OPENALEX:W2885316481,resolved_unique_work,CF01S0086,CF01S0086,1,no
CF01S0087,SF05:74,10.1016/j.sajb.2016.02.205,"Gigant, R.L., De Bruyn, A., M’sa, T., Viscardi, G., Gigord, L., Gauvin-Bialecki, A., Pailler, T., Humeau, L., Grisoni, M., Besse, P., 2016. Combining pollination ecology and fine-scale spatial genetic structure analysis to unravel the reproductive strategy of an insular threatened orchid. South African J. Bot. 105, 25–35. https://doi.org/10.1016/j.sajb.2016.02.205",resolved,openalex_doi_exact,W2312688383,10.1016/j.sajb.2016.02.205,Combining pollination ecology and fine-scale spatial genetic structure analysis to unravel the reproductive strategy of an insular threatened orchid,OPENALEX:W2312688383,resolved_unique_work,CF01S0087,CF01S0087,1,no
CF01S0088,SF05:76,10.1111/mec.12054,"Ismail, S.A., Ghazoul, J., Ravikanth, G., Uma Shaanker, R., Kushalappa, C.G., Kettle, C.J., 2012. Does long-distance pollen dispersal preclude inbreeding in tropical trees? Fragmentation genetics of Dysoxylum malabaricum in an agro-forest landscape. Mol. Ecol. 21, 5484–5496. https://doi.org/10.1111/mec.12054",resolved,openalex_doi_exact,W2123828299,10.1111/mec.12054,Does long‐distance pollen dispersal preclude inbreeding in tropical trees? Fragmentation genetics of D ysoxylum malabaricum in an agro‐forest landscape,OPENALEX:W2123828299,resolved_unique_work,CF01S0088,CF01S0088,1,no
CF01S0089,SF05:77,10.1186/1471-2148-12-48,"Pandey, M., Rajora, O.P., 2012. Higher fine-scale genetic structure in peripheral than in core populations of a long-lived and mixed-mating conifer - Eastern white cedar (Thuja occidentalis L.). BMC Evol. Biol. 12. https://doi.org/10.1186/1471-2148-12-48",resolved,openalex_doi_exact,W2075089190,10.1186/1471-2148-12-48,Higher fine-scale genetic structure in peripheral than core populations of a long-lived and mixed-mating conifer - eastern white cedar (Thuja occidentalis L.),OPENALEX:W2075089190,resolved_unique_work,CF01S0089,CF01S0089,1,no
CF01S0090,SF05:79,10.1371/journal.pone.0192107,"Pometti, C., Bessega, C., Cialdella, A., Ewens, M., Saidman, B., Vilardi, J., 2018. Spatial genetic structure within populations and management implications of the South American species Acacia aroma (Fabaceae). PLoS One 13, 1–14. https://doi.org/10.1371/journal.pone.0192107",resolved,openalex_doi_exact,W2787060013,10.1371/journal.pone.0192107,Spatial genetic structure within populations and management implications of the South American species Acacia aroma (Fabaceae),OPENALEX:W2787060013,resolved_unique_work,CF01S0090,CF01S0090,1,no
CF01S0091,SF05:8,10.1111/j.1744-7429.2007.00266.x,"Cloutier, D., Hardy, O.J., Caron, H., Ciampi, A.Y., Degen, B., Kanashiro, M., Schoen, D.J., 2007. Low Inbreeding and High Pollen Dispersal Distances in Populations of Two Amazonian Forest Tree Species. Biotropica 39, 406–415. https://doi.org/10.1111/j.1744-7429.2007.00266.x",resolved,openalex_doi_exact,W2053345863,10.1111/j.1744-7429.2007.00266.x,Low Inbreeding and High Pollen Dispersal Distances in Populations of Two Amazonian Forest Tree Species,OPENALEX:W2053345863,resolved_unique_work,CF01S0091,CF01S0091,1,no
CF01S0092,SF05:80,10.1038/sj.hdy.6800935,"Vaughan, S.P., Cottrell, J.E., Moodley, D.J., Connolly, T., Russell, K., 2007. Distribution and fine-scale spatial-genetic structure in British wild cherry (Prunus avium L.). Heredity (Edinb). 98, 274–283. https://doi.org/10.1038/sj.hdy.6800935",resolved,openalex_doi_exact,W2090363131,10.1038/sj.hdy.6800935,Distribution and fine-scale spatial-genetic structure in British wild cherry (Prunus avium L.),OPENALEX:W2090363131,resolved_unique_work,CF01S0092,CF01S0092,1,no
CF01S0093,SF05:82,10.1007/s10592-017-0982-2 | 10.1007/s10592-017-0982-3 | 10.1007/s10592-017-0982-4 | 10.1007/s10592-017-0982-5,"Morgan, E.J., Kaiser-Bunbury, C.N., Edwards, P.J., Fleischer-Dogley, F., Kettle, C.J., 2017. Keeping it in the family: strong fine-scale genetic structure and inbreeding in Lodoicea maldivica, the largest-seeded plant in the world. Conserv. Genet. 18, 1317–1329. https://doi.org/10.1007/s10592-017-0982-2 | Morgan, E.J., Kaiser-Bunbury, C.N., Edwards, P.J., Fleischer-Dogley, F., Kettle, C.J., 2017. Keeping it in the family: strong fine-scale genetic structure and inbreeding in Lodoicea maldivica, the largest-seeded plant in the world. Conserv. Genet. 18, 1317–1329. https://doi.org/10.1007/s10592-017-0982-3 | Morgan, E.J., Kaiser-Bunbury, C.N., Edwards, P.J., Fleischer-Dogley, F., Kettle, C.J., 2017. Keeping it in the family: strong fine-scale genetic structure and inbreeding in Lodoicea maldivica, the largest-seeded plant in the world. Conserv. Genet. 18, 1317–1329. https://doi.org/10.1007/s10592-017-0982-4 | Morgan, E.J., Kaiser-Bunbury, C.N., Edwards, P.J., Fleischer-Dogley, F., Kettle, C.J., 2017. Keeping it in the family: strong fine-scale genetic structure and inbreeding in Lodoicea maldivica, the largest-seeded plant in the world. Conserv. Genet. 18, 1317–1329. https://doi.org/10.1007/s10592-017-0982-5",resolved,openalex_doi_exact,W2617429367,10.1007/s10592-017-0982-2,"Keeping it in the family: strong fine-scale genetic structure and inbreeding in Lodoicea maldivica, the largest-seeded plant in the world",OPENALEX:W2617429367,resolved_unique_work,CF01S0093,CF01S0093,1,no
CF01S0094,SF05:83,10.1111/mec.14765,"Browne, L., Karubian, J., 2018. Habitat loss and fragmentation reduce effective gene flow by disrupting seed dispersal in a neotropical palm. Mol. Ecol. 27, 3055–3069. https://doi.org/10.1111/mec.14765",resolved,openalex_doi_exact,W2808685669,10.1111/mec.14765,Habitat loss and fragmentation reduce effective gene flow by disrupting seed dispersal in a neotropical palm,OPENALEX:W2808685669,resolved_unique_work,CF01S0094,CF01S0094,1,no
CF01S0095,SF05:84,10.1007/s10709-013-9709-6,"Mathiasen, P., Premoli, A.C., 2013. Fine-scale genetic structure of Nothofagus pumilio (lenga) at contrasting elevations of the altitudinal gradient. Genetica 141, 95–105. https://doi.org/10.1007/s10709-013-9709-6",resolved,openalex_doi_exact,W2000910417,10.1007/s10709-013-9709-6,Fine-scale genetic structure of Nothofagus pumilio (lenga) at contrasting elevations of the altitudinal gradient,OPENALEX:W2000910417,resolved_unique_work,CF01S0095,CF01S0095,1,no
CF01S0096,SF05:85,10.1111/mec.14241,"Monthe, F.K., Hardy, O.J., Doucet, J.L., Loo, J., Duminil, J., 2017. Extensive seed and pollen dispersal and assortative mating in the rain forest tree Entandrophragma cylindricum (Meliaceae) inferred from indirect and direct analyses. Mol. Ecol. 26, 5279–5291. https://doi.org/10.1111/mec.14241",resolved,openalex_doi_exact,W2736367803,10.1111/mec.14241,Extensive seed and pollen dispersal and assortative mating in the rain forest tree E ntandrophragma cylindricum (Meliaceae) inferred from indirect and direct analyses,OPENALEX:W2736367803,resolved_unique_work,CF01S0096,CF01S0096,1,no
CF01S0097,SF05:86,10.1016/j.ppees.2015.02.005,"Raabová, J., Van Rossum, F., Jacquemart, A.L., Raspé, O., 2015. Population size affects genetic diversity and fine-scale spatial genetic structure in the clonal distylous herb Menyanthes trifoliata. Perspect. Plant Ecol. Evol. Syst. 17, 193–200. https://doi.org/10.1016/j.ppees.2015.02.005",resolved,openalex_doi_exact,W1980800117,10.1016/j.ppees.2015.02.005,Population size affects genetic diversity and fine-scale spatial genetic structure in the clonal distylous herb Menyanthes trifoliata,OPENALEX:W1980800117,resolved_unique_work,CF01S0097,CF01S0097,1,no
CF01S0098,SF05:87,10.1086/689200,"Octavio-Aguilar, P., Iglesias-Andreu, L.G., de Cáceres-González, F.F.N., Galván-Hernández, D.M., 2017. Fine-scale genetic structure of Zamia furfuracea: Variation with life-cycle stages. Int. J. Plant Sci. 178, 57–66. https://doi.org/10.1086/689200",resolved,openalex_doi_exact,W2557203607,10.1086/689200,Fine-Scale Genetic Structure ofZamia furfuracea: Variation with Life-Cycle Stages,OPENALEX:W2557203607,resolved_unique_work,CF01S0098,CF01S0098,1,no
CF01S0099,SF05:88,10.3389/fevo.2019.00170,"Xu, N., Jiang, K., Biswas, S.R., Tong, X., Wang, R., Chen, X., 2019. Clone Configuration and Spatial Genetic Structure of Two Halophila ovalis Populations With Contrasting Internode Lengths. Front. Ecol. Evol. 7, 1–13. https://doi.org/10.3389/fevo.2019.00170",resolved,openalex_doi_exact,W2945406156,10.3389/fevo.2019.00170,Clone Configuration and Spatial Genetic Structure of Two Halophila ovalis Populations With Contrasting Internode Lengths,OPENALEX:W2945406156,resolved_unique_work,CF01S0099,CF01S0099,1,no
CF01S0100,SF05:9,10.1093/jhered/ess080,"Dodd, R.S., Mayer, W., Nettel, A., Afzal-Rafii, Z., 2013. Clonal growth and fine-scale genetic structure in tanoak (Notholithocarpus densiflorus: Fagaceae). J. Hered. 104, 105–114. https://doi.org/10.1093/jhered/ess080",resolved,openalex_doi_exact,W2169124444,10.1093/jhered/ess080,Clonal Growth and Fine-Scale Genetic Structure in Tanoak (Notholithocarpus densiflorus: Fagaceae),OPENALEX:W2169124444,resolved_unique_work,CF01S0100,CF01S0100,1,no
CF01S0101,SF05:90,10.5846/stxb201312223001,"Zuo, W., Song, W., Jin, Z., Li, J., 2015. Fine-scale spatial genetic structure of Glechoma longituba. Shengtai Xuebao/ Acta Ecol. Sin. 35, 5761–5768. https://doi.org/10.5846/stxb201312223001",resolved,openalex_doi_exact,W2322119129,10.5846/stxb201312223001,Fine-scale spatial genetic structure ofGlechoma longituba,OPENALEX:W2322119129,resolved_unique_work,CF01S0101,CF01S0101,1,no
CF01S0102,SF05:91,10.1111/j.1365-2745.2009.01484.x,"Vandepitte, K., Roldán-Ruiz, I., Leus, L., Jacquemyn, H., Honnay, O., 2009. Canopy closure shapes clonal diversity and fine-scale genetic structure in the dioecious understorey perennial Mercurialis perennis. J. Ecol. 97, 404–414. https://doi.org/10.1111/j.1365-2745.2009.01484.x",resolved,openalex_doi_exact,W2094592197,10.1111/j.1365-2745.2009.01484.x,Canopy closure shapes clonal diversity and fine‐scale genetic structure in the dioecious understorey perennial Mercurialis perennis,OPENALEX:W2094592197,resolved_unique_work,CF01S0102,CF01S0102,1,no
CF01S0103,SF05:92,10.1007/s10709-005-4823-8,"Jin, Y., He, T., Lu, B.R., 2006. Genetic spatial clustering: Significant implications for conservation of wild soybean (Glycine soja: Fabaceae). Genetica 128, 41–49. https://doi.org/10.1007/s10709-005-4823-8",resolved,openalex_doi_exact,W2056921791,10.1007/s10709-005-4823-8,Genetic spatial clustering: significant implications for conservation of wild soybean (Glycine soja: Fabaceae),OPENALEX:W2056921791,resolved_unique_work,CF01S0103,CF01S0103,1,no
CF01S0104,SF05:94,10.1016/j.ppees.2010.11.002,"Kettle, C.J., Hollingsworth, P.M., Burslem, D.F.R.P., Maycock, C.R., Khoo, E., Ghazoul, J., 2011. Determinants of fine-scale spatial genetic structure in three co-occurring rain forest canopy trees in Borneo. Perspect. Plant Ecol. Evol. Syst. 13, 47–56. https://doi.org/10.1016/j.ppees.2010.11.002",resolved,openalex_doi_exact,W2144780430,10.1016/j.ppees.2010.11.002,Determinants of fine-scale spatial genetic structure in three co-occurring rain forest canopy trees in Borneo,OPENALEX:W2144780430,resolved_unique_work,CF01S0104,CF01S0104,1,no
CF01S0105,SF05:96,10.1111/j.1365-2745.2009.01516.x,"Ayre, D., Ottewell, K., Krauss, S., Whelan, RJ. 2009. Genetic structure of seedling cohorts following repeated wildfires in the fire-sensitive shrub Persoonia mollis ssp nectens. Journal of Ecology 97(4): 752-760. https://doi.org/10.1111/j.1365-2745.2009.01516.x",resolved,openalex_doi_exact,W634668407,10.1111/j.1365-2745.2009.01516.x,Genetic structure of seedling cohorts following repeated wildfires in the fire-sensitive shrub Persoonia mollisssp.nectens,OPENALEX:W634668407,resolved_unique_work,CF01S0105,CF01S0105,1,no
CF01S0106,SF06:SF06P001,,Abrahamczyk et al. (2021) Plant Ecology 222:613- 623,resolved,crossref_bibliographic_to_openalex_doi,W3139192125,10.1007/s11258-021-01129-1,Frequency of flower visitors and achene production increase with rising population size in the self-incompatible herb Centaurea scabiosa (Asteraceae),OPENALEX:W3139192125,resolved_unique_work,CF01S0106,CF01S0106,1,no
CF01S0107,SF06:SF06P002,,Adriaens et al. (2009) Acta Oecologica 35:69- 82,resolved,crossref_bibliographic_to_openalex_doi,W2081897043,10.1016/j.actao.2008.08.003,Conservation of remnant populations of Colchicum autumnale – The relative importance of local habitat quality and habitat fragmentation,OPENALEX:W2081897043,resolved_unique_work,CF01S0107,CF01S0107,1,no
CF01S0108,SF06:SF06P003,,Aguilar & Galetto (2004) Oecologia 138:513- 520,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0108,unresolved_seed_identity,CF01S0108,CF01S0108,1,no
CF01S0109,SF06:SF06P004,,"Aguilar (2005) PhD Thesis, National University of Córdoba Pp. 1- 169",unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0109,unresolved_seed_identity,CF01S0109,CF01S0109,1,no
CF01S0110,SF06:SF06P005,,Aguilar et al. (2012) Biological Conservation 152:81- 89,resolved,crossref_bibliographic_to_openalex_doi,W2029669711,10.1016/j.biocon.2012.03.021,What is left after sex in fragmented habitats? Assessing the quantity and quality of progeny in the endemic tree Prosopis caldenia (Fabaceae),OPENALEX:W2029669711,resolved_unique_work,CF01S0110,CF01S0110,1,no
CF01S0111,SF06:SF06P006,,Ahmed et al. (2009) PNAS 106:20342- 20347,resolved,crossref_bibliographic_to_openalex_doi,W2009418630,10.1073/pnas.0902213106,Wind-borne insects mediate directional pollen transfer between desert fig trees 160 kilometers apart,OPENALEX:W2009418630,resolved_unique_work,CF01S0111,CF01S0111,1,no
CF01S0112,SF06:SF06P007,10.2307/1939538,Aizen & Feinsinger (1994) Ecology 75:330- 351,resolved,openalex_doi_exact,W2099188420,10.2307/1939538,"Forest Fragmentation, Pollination, and Plant Reproduction in a Chaco Dry Forest, Argentina",OPENALEX:W2099188420,resolved_unique_work,CF01S0112,CF01S0112,1,no
CF01S0113,SF06:SF06P008,,Albrecht et al. (2007) Journal of Applied Ecology 44:813- 822,resolved,crossref_bibliographic_to_openalex_doi,W1492966740,10.1111/j.1365-2664.2007.01306.x,The Swiss agri‐environment scheme enhances pollinator diversity and plant reproductive success in nearby intensively managed farmland,OPENALEX:W1492966740,resolved_unique_work,CF01S0113,CF01S0113,1,no
CF01S0114,SF06:SF06P009,,Albrecht et al. (2009) PLoS One 4:e6751,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0114,unresolved_seed_identity,CF01S0114,CF01S0114,1,no
CF01S0115,SF06:SF06P010,,Angoh et al. (2021) South African Journal of Botany 141:196- 199,resolved,crossref_bibliographic_to_openalex_doi,W3166737689,10.1016/j.sajb.2021.05.012,Getting around: Effects of fragmentation on a bird-pollinated Erica species,OPENALEX:W3166737689,resolved_unique_work,CF01S0115,CF01S0115,1,no
CF01S0116,SF06:SF06P011,,Ballesteros et al. (2013) Oryx 47:199- 202,resolved,crossref_bibliographic_to_openalex_doi,W2002230318,10.1017/s0030605312001688,Conservation status of the narrow endemic gypsophileOnonis tridentatasubsp.crassifoliain southern Spain: effects of habitat disturbance,OPENALEX:W2002230318,resolved_unique_work,CF01S0116,CF01S0116,1,no
CF01S0117,SF06:SF06P012,,Barreto et al. (2018) Botanical Journal of the Linnean Society 187:319- 326,resolved,crossref_bibliographic_to_openalex_doi,W2802185161,10.1093/botlinnean/boy017,Is there an influence of the edge on plant pollination in dry forests? The case of Justicia aequilabris (Acanthaceae),OPENALEX:W2802185161,resolved_unique_work,CF01S0117,CF01S0117,1,no
CF01S0118,SF06:SF06P014,,Berjano et al. (2013) Journal for Nature Conservation 21:334- 341,resolved,crossref_bibliographic_to_openalex_doi,W2094233539,10.1016/j.jnc.2013.05.001,Mate limitation in populations of the endangered Convolvulus lineatus L.: A case for genetic rescue?,OPENALEX:W2094233539,resolved_unique_work,CF01S0118,CF01S0118,1,no
CF01S0119,SF06:SF06P015,,Bigger (1999) Nat Areas Journal 19:239- 244,unresolved,crossref_bibliographic_to_openalex_doi,,,,UNRESOLVED:CF01S0119,unresolved_seed_identity,CF01S0119,CF01S0119,1,no
