candidate_openalex_id,doi,title,publication_date,publication_year,work_type,first_author,source_name,is_retracted_metadata,citation_directions,source_seed_ids,n_source_seeds,candidate_already_seed,cutoff_status,screening_status,outcome_opened
W1597888760,10.1186/s40709-015-0030-7,Genetic structure and population diversity of eleven edible herbs of Eastern Crete,2015-05-29,2015,article,Antonia Psaroudaki,Journal of Biological Research - Thessaloniki,no,forward_citation,CF01S0275,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1597968933,10.1046/j.1365-2540.2000.0819a.x,"Genetics of Populations (2nd edn). Philip W. Hedrick. Jones and Bartlett Publishers, Sudbury, MA. 2000. Pp. 553. Price £26.99, hardback. ISBN 0 7637 1076 8.",2000-01-01,2000,book-review,Mark R. Macnair,Heredity,no,backward_reference,CF01S0176,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1598208442,,"Linkage between Economy, Agricultural Land Use and Forest Processes - A Case Study of Selangor, Malaysia",2012-04-06,2012,preprint,Akeem Olawale Olaniyi,SSRN Electronic Journal,no,forward_citation,CF01S0187,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1598225328,10.1111/j.1365-2699.2010.02424.x,Testing a relict distributional pattern of fen plant and terrestrial snail species at the Holocene scale: a null model approach,2010-11-15,2010,article,Michal Hájek,Journal of Biogeography,no,forward_citation,CF01S0240,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1598245566,10.1111/j.1365-2745.2006.01125.x,"Seed predation, not seed dispersal, explains the landscape‐level abundance of an early‐successional plant",2006-03-24,2006,article,John L. Orrock,Journal of Ecology,no,backward_reference;forward_citation,CF01S0010;CF01S0153;CF01S0316,3,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1599098188,10.5772/16507,Pesticides in Burkina Faso: Overview of the Situation in a Sahelian African Country,2011-10-19,2011,book-chapter,Moustapha Ouédraogo,InTech eBooks,no,backward_reference,CF01S0361,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1599178961,10.5451/unibas-004517709,Human impact on the vegetation of limestone cliffs in the northern Swiss Jura mountains,2006-01-01,2006,dissertation,Stefan W. Müller,edoc (University of Basel),no,forward_citation,CF01S0179;CF01S0197;CF01S0198,3,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1599488178,10.1111/j.1420-9101.2004.00856.x,"Hamilton's rule, imprinting and parent–offspring conflict over seed mass in partially selfing plants",2005-02-25,2005,article,Tom J. de Jong,Journal of Evolutionary Biology,no,backward_reference,CF01S0153,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W159956930,10.1007/bf00021224,Observing pollen tubes by means of fluorescence,1968-10-01,1968,article,Younglim Kho,Euphytica,no,backward_reference,CF01S0337,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1599709006,10.5962/bhl.title.50179,Das entdeckte Geheimnis der Natur im Bau und in der Befruchtung der Blumen,1793-01-01,1793,book,Christian Konrad Sprengel,F. Vieweg eBooks,no,backward_reference,CF01S0130,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1599988910,10.5772/33614,Genomics Meets Biodiversity: Advances in Molecular Marker Development and Their Applications in Plant Genetic Diversity Assessment,2012-03-30,2012,book-chapter,Péter Poczai,InTech eBooks,no,forward_citation,CF01S0298,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1600043835,10.1111/curt.12094,806. ORCHIS PURPUREA,2015-02-01,2015,article,Michael F. Fay,Curtis s Botanical Magazine,no,forward_citation,CF01S0209,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1600368675,10.1023/a:1017511717493,Unexpected low genetic differentiation among Allopatric species of section Algarobia of Prosopis (Leguminosae),2000-09-01,2000,article,Cecilia Bessega,Genetica,no,backward_reference,CF01S0074,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1600850838,10.36334/modsim.2011.e16.jongejans,Spatial dynamics of invasive Carduus thistles,2011-12-12,2011,conference-paper,Eelke Jongejans,"Chan, F., Marinova, D. and Anderssen, R.S. (eds) MODSIM2011, 19th International Congress on Modelling and Simulation.",no,forward_citation,CF01S0355,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1600926697,10.1111/j.1442-9993.2011.02345.x,Is top‐down control by predators driving insect abundance and herbivory rates in fragmented forests?,2012-01-16,2012,article,XAVIERA DE LA VEGA,Austral Ecology,no,forward_citation,CF01S0112;CF01S0155;CF01S0156,3,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1601003357,,China plant red data book : rare and endangered plants,1992-01-01,1992,book,立国 傅,Science Press eBooks,no,backward_reference,CF01S0335;CF01S0353,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1601950803,10.2307/2409350,Speciation and Its Consequences,1990-09-01,1990,article,H. Bradley Shaffer,Evolution,no,backward_reference,CF01S0253,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1602026092,10.26786/1920-7603(2012)4,"Insect pollination: commodity values, trade and policy considerations using coffee as an example",2012-02-21,2012,article,Vernon G. Thomas,Journal of Pollination Ecology,no,forward_citation,CF01S0211,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1602149893,10.1017/cbo9780511614101.006,Seed dormancy,2005-02-24,2005,book-chapter,Michael Fenner,Cambridge University Press eBooks,no,forward_citation,CF01S0112;CF01S0186;CF01S0226;CF01S0233;CF01S0240;CF01S0355,6,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1602191605,10.1007/978-1-4899-3043-9,Plant Breeding Systems,1997-01-01,1997,book,A. John Richards,,no,backward_reference,CF01S0038;CF01S0069;CF01S0149;CF01S0172;CF01S0205;CF01S0212;CF01S0227;CF01S0296;CF01S0342;CF01S0345,10,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1602204537,,Plant-pollinator interactions: from specialization to generalization.,2005-01-01,2005,article,Nickolas M. Waser,,no,backward_reference,CF01S0253,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1602266887,10.6092/unibo/amsdottorato/660,Molecular markers for the assessment of genetic variability in threatened plant species,2008-01-01,2008,article,Claudia Cotti,AMS Dottorato Institutional Doctoral Theses Repository (University of Bologna),no,forward_citation,CF01S0179,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1602430041,,A beginner's guide to generalized additive models with R,2012-01-01,2012,article,Alain F. Zuur,,no,backward_reference,CF01S0297,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1602553872,,The ecology and management of biological invasions in southern Africa.,1986-01-01,1986,article,I. A. W. Macdonald,Management of Biological Invasions,no,backward_reference,CF01S0187,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1602574305,10.1071/9780643105270,Rare or Threatened Australian Plants,1996-01-01,1996,book,J. D. Briggs,CSIRO Publishing eBooks,no,backward_reference,CF01S0201;CF01S0293;CF01S0349,3,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1602817007,10.1111/j.1755-0998.2011.02984.x,Evaluation of candidate DNA barcoding loci for economically important timber species of the mahogany family (Meliaceae),2011-02-06,2011,article,Alexandra Nora Muellner-Riehl,Molecular Ecology Resources,no,forward_citation,CF01S0022,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1603941993,10.3389/fevo.2015.00052,Stability and the competition-dispersal trade-off as drivers of speciation and biodiversity gradients,2015-06-03,2015,article,LoÃ ̄c Pellissier,Frontiers in Ecology and Evolution,no,forward_citation,CF01S0050;CF01S0064;CF01S0065;CF01S0070,4,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1604133986,10.1303/aez.30.529,"Genetic Basis of Esterase, Malate Dehydrogenase and Phosphoglucoisomerase Allozymes in the Two-Spotted Spider Mite, Tetranychus urticae KOCH",1995-01-01,1995,article,Kouichi Goka,Applied Entomology and Zoology,no,backward_reference,CF01S0339,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1604702630,,Effects of habitat degradation on the evolutionary dynamics of populations in a rainforest cycad (Gymnospermae),2007-01-01,2007,article,Cristina López‐Gallego,ScholarWorks @ The University of New Orleans (The University of New Orleans),no,forward_citation,CF01S0050;CF01S0228;CF01S0233,3,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1604886877,10.1016/s0065-2504(08)60215-9,Foraging in Plants: the Role of Morphological Plasticity in Resource Acquisition,1994-01-01,1994,book-chapter,M. J. Hutchings,Advances in ecological research/Advances in Ecological Research,no,backward_reference,CF01S0207,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1605086046,10.1111/boj.12014,"Pollen limitation and fruiting failure related to canopy closure inCalypso bulbosa(Orchidaceae), a northern food-deceptive orchid with a single flower",2013-02-21,2013,article,Thomas Abeli,Botanical Journal of the Linnean Society,no,forward_citation,CF01S0331,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1605551754,10.1017/cbo9780511574627.010,Deep-Soil Savannas and Barrens of the Midwestern United States,1999-07-28,1999,book-chapter,Roger C. Anderson,Cambridge University Press eBooks,no,backward_reference,CF01S0254,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1605983470,10.1111/j.1442-1984.2011.00319.x,"Consequences of floral visits by ants and invasive honeybees to the hummingbird‐pollinated, Caribbean cactus Melocactus intortus",2011-03-16,2011,article,Jose  Camilo Fagua,Plant Species Biology,no,forward_citation,CF01S0112,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1606334998,10.1071/ar00012,The role of trees in enhancing soil nutrient availability for native perennial grasses in open eucalypt woodlands of north-east Queensland,2001-02-23,2001,article,J. Jackson,Australian Journal of Agricultural Research,no,backward_reference,CF01S0140,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1606601353,10.1111/jse.12023,Genotypic diversity and genetic structure of populations of the distylous aquatic plantNymphoides peltata( M enyanthaceae) in China,2013-04-22,2013,article,Yiying Liao,Journal of Systematics and Evolution,no,forward_citation,CF01S0069,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1606725446,10.23860/diss-smith-adam-2013,MIGRATION AND STOPOVER ECOLOGY OF SONGBIRDS AND BATS ALONG A MAJOR ECOLOGICAL BARRIER,2013-01-01,2013,dissertation,Adam D. Smith,,no,forward_citation,CF01S0183,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1607016578,10.1111/j.1744-7429.2010.00684.x,"Analyzing the Spatial Structure of Broughtonia cubensis (Orchidaceae) Populations in the Dry Forests of Guanahacabibes, Cuba",2010-06-25,2010,article,José Raventós,Biotropica,no,forward_citation,CF01S0079,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1607173231,,"Non-Timber Forest Product (NTFP) Extraction in Arid Environments: Land-use Change, Frankincense Production and the Sustainability of Boswellia sacra in Dhofar (Oman)",2008-01-01,2008,dissertation,Mona Farah,UA Campus Repository (The University of Arizona),no,forward_citation,CF01S0112,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1607443343,10.7312/klek92068,"Mutation, Developmental Selection, and Plant Evolution",1988-12-31,1988,book,Edward J. Klekowski,Columbia University Press eBooks,no,backward_reference,CF01S0112,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W160750919,,The impacts of environmental change on dispersal of large-seeded forest species by the emu,2014-01-01,2014,dissertation,Andrew P. Nield,Murdoch Research Repository (Murdoch University),no,forward_citation,CF01S0111;CF01S0157;CF01S0183;CF01S0217,4,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1607955755,10.1007/978-1-4615-4447-0_6,Experimental Design and Data Analysis,2000-01-01,2000,book-chapter,Roland P. Carpenter,,no,backward_reference,CF01S0356,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1608236432,10.1046/j.1365-2664.2003.00841.x,A model of human hunting impacts in multi‐prey communities,2003-09-26,2003,article,J. Marcus Rowcliffe,Journal of Applied Ecology,no,backward_reference,CF01S0294,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1608278604,10.1016/s0076-6879(05)95013-1,Isolating Microsatellite DNA Loci,2005-01-01,2005,book-chapter,Travis C. Glenn,Methods in enzymology on CD-ROM/Methods in enzymology,no,backward_reference,CF01S0062,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1610494641,10.11606/d.11.2011.tde-24052011-102337,Importância da conservação in situ de Copaifera langsdorffii Desf. em remanescentes de cerrado de propriedades particulares rurais,2011-04-15,2011,dissertation,Renata Gabriela Villegas de Castro e Souza,,no,forward_citation,CF01S0112;CF01S0142,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1610946819,10.1038/31468,Genetics underlying inbreeding depression in Mimulus with contrasting mating systems,1998-06-01,1998,article,Michele R. Dudash,Nature,no,backward_reference,CF01S0314,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1611281873,,Effects of urbanization on remnant woodlands,2012-01-01,2012,article,Cristina Sofia Estima Ramalho,,no,forward_citation,CF01S0275,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W161334779,,mgcv:Mixed GAM Computation Vehicle with GCV/AIC/REML smoothness estimation,2012-10-15,2012,article,Simon N. Wood,,no,backward_reference,CF01S0141,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1614810919,,"The best of Santalum album: essential oil composition, biosynthesis and genetic diversity in the Australian tropical sandalwood collection",2008-01-01,2008,dissertation,Christopher G. Jones,UWA Profiles and Research Repository (University of Western Australia),no,forward_citation,CF01S0337,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1618346641,10.14712/23361964.2015.15,"Presence, distribution and effect of white, pink and purple morphs on pollination in the orchid Orchis mascula",2013-12-11,2013,article,Bertrand Schatz,EUROPEAN JOURNAL OF ENVIRONMENTAL SCIENCES,no,forward_citation,CF01S0078;CF01S0208,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1619175736,,Effects on intraspecific biodiversity from harvesting and enhancing natural populations.,1996-01-01,1996,article,Linda Laikre,AMBIO,no,backward_reference,CF01S0163,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1619623942,10.1111/j.1365-294x.2004.02396.x,FAST‐TRACK: Integrating QTL mapping and genome scans towards the characterization of candidate loci under parallel selection in the lake whitefish (Coregonus clupeaformis),2004-12-07,2004,article,Sean M. Rogers,Molecular Ecology,no,backward_reference,CF01S0053;CF01S0082;CF01S0088,3,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1619760275,10.1111/1365-2745.12454,Unravelling conflicting density‐ and distance‐dependent effects on plant reproduction using a spatially explicit approach,2015-07-14,2015,article,José M. Fedriani,Journal of Ecology,no,backward_reference;forward_citation,CF01S0077;CF01S0264,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W161997165,10.1007/978-3-642-29974-2_3,"Scutellaria: Biotechnology, Phytochemistry and Its Potential as a Commercial Medicinal Crop",2012-08-07,2012,book-chapter,Nirmal Joshee,,no,forward_citation,CF01S0196,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1620157464,10.1017/cbo9780511613029.009,Islands and fragments,1999-06-10,1999,book-chapter,Yrjö Haila,Cambridge University Press eBooks,no,backward_reference,CF01S0206;CF01S0228,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W162022195,10.5281/zenodo.16176630,SEED CAPSULE PRODUCTION IN THE ENDANGERED WESTERN PRAIRIE FRINGED ORCHID (PLATANTHERA PRAECLARA) IN RELATION TO SPHINX MOTH (LEPIDOPTERA: SPHINGIDAE) ACTIVITY,2009-01-01,2009,article,Christie L. Borkowsky,Zenodo (CERN European Organization for Nuclear Research),no,forward_citation,CF01S0356,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1620318021,10.1017/cbo9780511754821.018,Impacts of corridors on populations and communities,2006-11-02,2006,book-chapter,Nick M. Haddad,Cambridge University Press eBooks,no,forward_citation,CF01S0316,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1620944116,10.1023/a:1009685422587,"Importance of Conserving Alternative Pollinators: Assessing the Pollination Efficiency of the Squash Bee, Peponapis limitaris in Cucurbita moschata (Cucurbitaceae)",2000-09-01,2000,article,Azucena Canto,Journal of Insect Conservation,no,backward_reference,CF01S0328,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1620960355,,"Socio-Economic Benefits of Iroko Trees (Milicia excelsa Welw C.C. Berg) in Ibadan Metropolis, Oyo State, Nigeria",2013-01-01,2013,article,D Babalola Folaranmi,International Journal of African and Asian Studies,no,forward_citation,CF01S0067,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1621080479,,Ex Situ Plant Conservation: Supporting Species Survival in the Wild,2004-01-01,2004,article,Edward O. Guerrant,,no,backward_reference,CF01S0125,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1621954357,,Fenología reproductiva de las especies del dosel en bosques secundarios y primarios de la región Huetar Norte de Costa Rica y su influencia en la regeneración vegetal,2008-01-01,2008,article,Braulio Vílchez‐Alvarado,Americanae (AECID Library),no,forward_citation,CF01S0282;CF01S0283,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1625343892,10.1038/35607,The breeding structure of a tropical keystone plant resource,1998-02-01,1998,article,John D. Nason,Nature,no,backward_reference,CF01S0051;CF01S0111;CF01S0146;CF01S0162;CF01S0281;CF01S0284;CF01S0292,7,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1628218342,10.1038/35612,Female–female cooperation in polygynous oystercatchers,1998-02-01,1998,article,Dik Heg,Nature,no,backward_reference,CF01S0162,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1628717373,10.1111/j.1365-2664.2010.01829.x,Pollination services decline with distance from natural habitat even in biodiversity‐rich areas,2010-06-08,2010,article,Luísa G. Carvalheiro,Journal of Applied Ecology,no,backward_reference;forward_citation,CF01S0113;CF01S0175,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W163080247,10.1007/978-3-642-41554-8_54-1,Ecological Roles of Animals in Tropical Forests,2014-01-01,2014,book-chapter,Richard Thomas Corlett,,no,forward_citation,CF01S0050,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1631255139,10.1038/35002708,Extinction by numbers,2000-02-01,2000,article,Stuart L. Pimm,Nature,no,backward_reference,CF01S0253;CF01S0297,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1631490078,10.1111/nyas.12465,"Resource depletion, pollen coupling, and the ecology of mast seeding",2014-05-30,2014,article,Elizabeth E. Crone,Annals of the New York Academy of Sciences,no,forward_citation,CF01S0186;CF01S0210;CF01S0226;CF01S0338,4,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1632377748,10.1093/oxfordjournals.jhered.a110982,A Series of FORTRAN Computer Programs for Estimating Plant Mating Systems,1990-05-01,1990,article,Kermit Ritland,Journal of Heredity,no,backward_reference,CF01S0006;CF01S0162;CF01S0287;CF01S0289;CF01S0291,5,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W163291490,10.1007/978-1-4020-8504-8_14,Habitat Quality Assessment and Modelling for Forest Biodiversity and Sustainability,2008-08-29,2008,book-chapter,Sandra Luque,,no,forward_citation,CF01S0187,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1633465149,10.1038/20829,Orchid pollination by sexual swindle,1999-06-03,1999,article,Florian P. Schiestl,Nature,no,backward_reference,CF01S0297,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1635629132,10.1017/cbo9780511541971.019,The alteration of biotic interactions in fragmented tropical forests,2005-09-08,2005,book-chapter,William Frederick Laurance,Cambridge University Press eBooks,no,forward_citation,CF01S0112,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1640362349,10.1038/36099,Explaining the geographic distributions of sexual and asexual populations,1998-02-01,1998,article,Joel R. Peck,Nature,no,backward_reference,CF01S0337,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W164140561,,Atlas climático digital de la Península Ibérica: metodología y aplicaciones en bioclimatología y geobotánica,2005-01-01,2005,article,Miquel Ninyerola,Dialnet (Universidad de la Rioja),no,backward_reference,CF01S0177;CF01S0178,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W16415873,10.31274/rtd-180813-3198,Establishment of prairie species in Iowa by seeding and transplanting,1967-01-01,1967,dissertation,Paul Arthur Christiansen,,no,backward_reference,CF01S0196,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1642420433,10.1038/43597,Tropical tree gene flow and seed dispersal,1999-09-09,1999,article,Matthew B. Hamilton,Nature,no,backward_reference,CF01S0094;CF01S0361,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1642679978,10.1038/45966,Dichromatism in macaque monkeys,1999-11-01,1999,article,Akishi Onishi,Nature,no,backward_reference,CF01S0316,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W164271469,10.1007/978-3-540-69168-6_7,Looking at Landscapes for Biodiversity: Whose View Will Do?,2008-06-02,2008,book-chapter,F. Patrick Smith,Lecture notes in geoinformation and cartography,no,forward_citation,CF01S0155;CF01S0156,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1642724957,10.2136/sssabookser5.3.c34,"Total Carbon, Organic Carbon, and Organic Matter",1996-01-01,1996,other,Darrell Wayne Nelson,Soil Science Society of America book series,no,backward_reference,CF01S0191,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1644145788,10.1111/j.2041-210x.2010.00021.x,Do not log‐transform count data,2010-03-24,2010,article,Robert Brian O’Hara,Methods in Ecology and Evolution,no,backward_reference,CF01S0175,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1644922376,10.1038/29421,Pollen transfer on birds' tongues,1998-08-01,1998,article,Anton Pauw,Nature,no,backward_reference,CF01S0150,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1647294187,,Ecology Of Rudbeckia auriculata (Perdue) Kral (Asteraceae),2006-05-15,2006,dissertation,Alvin R. Diamond,,no,forward_citation,CF01S0151;CF01S0210,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1647615942,,Ecologia de LOS bosques nativos de Chile,1996-01-01,1996,book,Carolina Villagrán,,no,backward_reference,CF01S0135;CF01S0234;CF01S0245,3,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1649393243,,"Dispersión asimétrica de semillas de Embothrium coccineum (Proteaceae) en el bosque templado de Chiloé, Chile",2005-06-01,2005,article,Adriana E. Rovere,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),no,backward_reference,CF01S0249,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1650349952,10.1093/acprof:oso/9780199554232.001.0001,Conservation Biology for All,2010-01-01,2010,book,"Bowman, DMJS",Oxford University Press eBooks,no,backward_reference,CF01S0360,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1650599834,10.1111/j.1365-294x.2010.04654.x,Ficus racemosa is pollinated by a single population of a single agaonid wasp species in continental South‐East Asia,2010-06-18,2010,article,Noppol Kobmoo,Molecular Ecology,no,forward_citation,CF01S0111,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1651181910,10.1111/j.1438-8677.2012.00651.x,"Enantiostyly in Chamaecrista ramosa (Fabaceae‐Caesalpinioideae): floral morphology, pollen transfer dynamics and breeding system",2012-11-05,2012,article,Natan Messias Almeida,Plant Biology,no,forward_citation,CF01S0289,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1654439492,10.1071/bt98082,Patterns of mating in Persoonia mollis (Proteaceae) revealed by an analysis of paternity using AFLP: implications for conservation,2000-06-09,2000,article,Siegfried L. Krauss,Australian Journal of Botany,no,forward_citation,CF01S0180;CF01S0349,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1655154617,,"People, Sheep and Nature Conservation: The Tasmanian Experience",2007-05-26,2007,book,JB Kirkpatrick,eCite Digital Repository (University of Tasmania),no,backward_reference,CF01S0185,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1656804377,,"Florística, estrutura e guildas da comunidade arbóreo-arbustiva de um fragmento de Mata Atlântica no município de Socorro, SP",2014-01-01,2014,dissertation,Richieri Antônio Sartori,"Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT)",no,forward_citation,CF01S0112,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1658079363,10.1371/journal.pone.0133581,"Spatial Scales of Genetic Structure in Free-Standing and Strangler Figs (Ficus, Moraceae) Inhabiting Neotropical Forests",2015-07-30,2015,article,Katrin Heer,PLoS ONE,no,backward_reference;forward_citation,CF01S0050;CF01S0052;CF01S0098;CF01S0111;CF01S0281,5,yes,eligible_through_cutoff,existing_CF01_seed_no_new_screen,no
W1658174487,10.1111/j.1752-4598.2012.00187.x,Pollinator nesting guilds respond differently to urban habitat fragmentation in an oak‐savannah ecosystem,2012-02-16,2012,article,Lisa A. Neame,Insect Conservation and Diversity,no,forward_citation,CF01S0168;CF01S0169,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1659609968,,"Individuals, populations and patterns in ecology.",1994-01-01,1994,article,S. R. Leather,,no,backward_reference,CF01S0149,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1661884150,,Population genetic structure and mating system of Swietenia macrophylla King (Meliaceae) in the Brazilian Amazon : implications for conservation,2000-01-01,2000,dissertation,Maristerra Rodrigues Lemes,Stirling Online Research Repository (University of Stirling),no,backward_reference,CF01S0022,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W166322057,10.1007/978-3-540-89230-4_12,Deceptive Behavior in Plants. II. Food Deception by Plants: From Generalized Systems to Specialized Floral Mimicry,2009-01-01,2009,book-chapter,Jana Jersáková,Signaling and communication in plants,no,backward_reference;forward_citation,CF01S0141;CF01S0180,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1664319929,,The Old World species of Prunus subg. Laurocerasus including those formerly referred to Pygeum,1966-01-01,1966,article,Cor J. Kalkman,Data Archiving and Networked Services (DANS),no,backward_reference,CF01S0016,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1665768042,10.1111/j.1365-2745.2011.01880.x,Density‐dependent pollen limitation and reproductive assurance in a wind‐pollinated herb with contrasting sexual systems,2011-08-11,2011,article,Elze Hesse,Journal of Ecology,no,forward_citation,CF01S0226;CF01S0306;CF01S0355,3,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1668709082,10.1046/j.1365-2664.2002.00714.x,Population structure and establishment of the threatened long‐lived perennial Scorzonera humilis in relation to environment,2002-04-01,2002,article,Guy Colling,Journal of Applied Ecology,no,backward_reference,CF01S0149,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1672248004,10.5091/plecevo.2015.820,What influences pollen dispersal in the clonal distylous Menyanthes trifoliata (Menyanthaceae)?,2015-07-23,2015,article,Fabienne Van Rossum,Plant Ecology and Evolution,no,backward_reference;forward_citation,CF01S0097;CF01S0333;CF01S0334,3,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1672280077,10.1111/j.1365-2656.2010.01711.x,Social ‘meltdown’ in the demise of an island endemic: Allee effects and the Vancouver Island marmot,2010-06-09,2010,article,Justin S. Brashares,Journal of Animal Ecology,no,backward_reference,CF01S0171,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1673731414,10.1111/j.1442-9993.2012.02417.x,Persistence of flower visitors and pollination services of a generalist tree in modified forests,2012-06-06,2012,article,Eike Lena Neuschulz,Austral Ecology,no,forward_citation,CF01S0183,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
