Paper,ID,species,family,life.fo.cat,life.form,life.cycle,foliage,rep.sys,mating.sys,S.I.,outcross.rate,out.rate.unit,selfing.rate,t.pol,pol.clas,pol.v,t.disp,d.clas,d.vec,country,biome,clim.reg,meta,cohort.mean,pop.name,cohort.grp,cohort,Pob.desc,density,dsensity.unit,sampling.type,N,marker,no.markers,FSGS.significance,F(1),bF,Sp,Sp (SE),f o F,FST,FIS ,Ho,He,AR,Kinship.coefficient,Kinship.coefficient (citation),time.w/o.dist,time.from.dist,disturbance,dist.desc,dist.clas,dist.code,logging,experimental.fragmentation,opening.clearings,agriculture,farming,urbanization,mining,construction,roads,fire,silviculture,agrofoestry,plantations,fertilizers/pesticides,conserved,year,first.author,citation,reference,Sp,F1,B,correlogram,data
17,28,Fagus sylvatica,Fagaceae,tree/shrub,tree,Perennial,Deciduous,Monoecious,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-s,Gr,Spain,Temperate forest,Temperate,Y,N,P1,non-adult,juvenil,Bergueda,682.67,tree/ha,150 trees,150,AFLP,6,Y,NA,NA,2.2200000000000001E-2,1.2999999999999999E-3,NA,NA,NA,NA,NA,NA,Kinship coefficient,Hardy 2003,NA,uns,und,w/o recent disturbance,U,P17-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2012,Jump,Jump et al. 2012,"Jump, A.S., Rico, L., Coll, M., Peñuelas, J., 2012. Wide variation in spatial genetic structure between natural populations of the European beech (Fagus sylvatica) and its implications for SGS comparability. Heredity (Edinb). 108, 633–639. https://doi.org/10.1038/hdy.2012.1",Y,N,N,Y,doi:10.5061/dryad.6qg398d1
17,28,Fagus sylvatica,Fagaceae,tree/shrub,tree,Perennial,Deciduous,Monoecious,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-s,Gr,Spain,Temperate forest,Temperate,Y,N,P2,non-adult,juvenil,Vail d Aran,573.58000000000004,tree/ha,150 trees,150,AFLP,6,Y,NA,NA,1.6199999999999999E-2,1.4E-3,NA,NA,NA,NA,NA,NA,Kinship coefficient,Hardy 2003,NA,uns,und,w/o recent disturbance,U,P17-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2012,Jump,Jump et al. 2012,"Jump, A.S., Rico, L., Coll, M., Peñuelas, J., 2012. Wide variation in spatial genetic structure between natural populations of the European beech (Fagus sylvatica) and its implications for SGS comparability. Heredity (Edinb). 108, 633–639. https://doi.org/10.1038/hdy.2012.1",Y,N,N,Y,doi:10.5061/dryad.6qg398d2
17,28,Fagus sylvatica,Fagaceae,tree/shrub,tree,Perennial,Deciduous,Monoecious,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-s,Gr,Spain,Temperate forest,Temperate,Y,N,P3,non-adult,juvenil,Ripolles,552.07000000000005,tree/ha,150 trees,150,AFLP,6,Y,NA,NA,1.03E-2,8.9999999999999998E-4,NA,NA,NA,NA,NA,NA,Kinship coefficient,Hardy 2003,NA,uns,und,w/o recent disturbance,U,P17-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2012,Jump,Jump et al. 2012,"Jump, A.S., Rico, L., Coll, M., Peñuelas, J., 2012. Wide variation in spatial genetic structure between natural populations of the European beech (Fagus sylvatica) and its implications for SGS comparability. Heredity (Edinb). 108, 633–639. https://doi.org/10.1038/hdy.2012.1",Y,N,N,Y,doi:10.5061/dryad.6qg398d3
17,28,Fagus sylvatica,Fagaceae,tree/shrub,tree,Perennial,Deciduous,Monoecious,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Abiotic,Ab-s,Gr,Spain,Temperate forest,Temperate,Y,N,P4,non-adult,juvenil,Montseny,542.14,tree/ha,150 trees,150,AFLP,6,Y,NA,NA,5.4000000000000003E-3,6.9999999999999999E-4,NA,NA,NA,NA,NA,NA,Kinship coefficient,Hardy 2003,NA,uns,und,w/o recent disturbance,U,P17-Sp1-U,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2012,Jump,Jump et al. 2012,"Jump, A.S., Rico, L., Coll, M., Peñuelas, J., 2012. Wide variation in spatial genetic structure between natural populations of the European beech (Fagus sylvatica) and its implications for SGS comparability. Heredity (Edinb). 108, 633–639. https://doi.org/10.1038/hdy.2012.1",Y,N,N,Y,doi:10.5061/dryad.6qg398d4
19,30,Adansonia digitata,Malvaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Biotic,Bmx,Ba,Biotic,Mix-l,Ba,Republic of Benin,Savanna,Tropical,Y,N,P1,non-defined mixed,non-defined mixed,Benin,5,ind/km2,random sampling ind (15-29),29,AFLP,5,Y,NA,NA,1.2E-2,NA,NA,NA,NA,NA,0.3,NA,Kinship coefficient,Hardy 2003,0 y,uns,agfor,agroforestry and  high human influence,D,P19-Sp1-D,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2009,Kyndt,Kyndt et al. 2009,"Kyndt, T., Assogbadjo, A.E., Hardy, O.J., Kaka’Ï, R.G., Sinsin, B., Van Damme, P., Gheysen, G., 2009. Spatial genetic structuring of baobab (Adansonia digitata, Malvaceae) in the traditional agroforestry systems of west africa. Am. J. Bot. 96, 950–957. https://doi.org/10.3732/ajb.0800266",Y,N,N,Y,N
19,30,Adansonia digitata,Malvaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Biotic,Bmx,Ba,Biotic,Mix-l,Ba,Burkina Faso,Savanna,Tropical,Y,N,P10,non-defined mixed,non-defined mixed,Burkina Faso,6,ind/km2,random sampling ind (15-29),26,AFLP,5,Y,NA,NA,4.9000000000000002E-2,NA,NA,NA,NA,NA,0.32,NA,Kinship coefficient,Hardy 2003,0 y,uns,agfor,agroforestry and human influence,D,P19-Sp1-D,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2009,Kyndt,Kyndt et al. 2009,"Kyndt, T., Assogbadjo, A.E., Hardy, O.J., Kaka’Ï, R.G., Sinsin, B., Van Damme, P., Gheysen, G., 2009. Spatial genetic structuring of baobab (Adansonia digitata, Malvaceae) in the traditional agroforestry systems of west africa. Am. J. Bot. 96, 950–957. https://doi.org/10.3732/ajb.0800266",Y,N,N,Y,N
19,30,Adansonia digitata,Malvaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Biotic,Bmx,Ba,Biotic,Mix-l,Ba,Republic of Ghana,Savanna,Tropical,Y,N,P4,non-defined mixed,non-defined mixed,Ghana,4,ind/km2,random sampling ind (15-29),28,AFLP,5,Y,NA,NA,1.9E-2,NA,NA,NA,NA,NA,0.32,NA,Kinship coefficient,Hardy 2003,0 y,uns,agfor,agroforestry and human influence,D,P19-Sp1-D,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2009,Kyndt,Kyndt et al. 2009,"Kyndt, T., Assogbadjo, A.E., Hardy, O.J., Kaka’Ï, R.G., Sinsin, B., Van Damme, P., Gheysen, G., 2009. Spatial genetic structuring of baobab (Adansonia digitata, Malvaceae) in the traditional agroforestry systems of west africa. Am. J. Bot. 96, 950–957. https://doi.org/10.3732/ajb.0800266",Y,N,N,Y,N
19,30,Adansonia digitata,Malvaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Biotic,Bmx,Ba,Biotic,Mix-l,Ba,Republic of Senegal,Savanna,Tropical,Y,N,P8,non-defined mixed,non-defined mixed,Senegal,7,ind/km2,random sampling ind (15-29),26,AFLP,5,Y ,NA,NA,1.0999999999999999E-2,NA,NA,NA,NA,NA,0.27,NA,Kinship coefficient,Hardy 2003,0 y,uns,agfor,agroforestry and less human influence,D,P19-Sp1-D,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2009,Kyndt,Kyndt et al. 2009,"Kyndt, T., Assogbadjo, A.E., Hardy, O.J., Kaka’Ï, R.G., Sinsin, B., Van Damme, P., Gheysen, G., 2009. Spatial genetic structuring of baobab (Adansonia digitata, Malvaceae) in the traditional agroforestry systems of west africa. Am. J. Bot. 96, 950–957. https://doi.org/10.3732/ajb.0800266",Y,N,N,Y,N
19,30,Adansonia digitata,Malvaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Biotic,Bmx,Ba,Biotic,Mix-l,Ba,Burkina Faso,Savanna,Tropical,Y,N,P9,non-defined mixed,non-defined mixed,Burkina Faso,6,ind/km2,random sampling ind (15-29),22,AFLP,5,Y,NA,NA,4.5999999999999999E-2,NA,NA,NA,NA,NA,0.32,NA,Kinship coefficient,Hardy 2003,0 y,uns,agfor,agroforestry and human influence,D,P19-Sp1-D,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2009,Kyndt,Kyndt et al. 2009,"Kyndt, T., Assogbadjo, A.E., Hardy, O.J., Kaka’Ï, R.G., Sinsin, B., Van Damme, P., Gheysen, G., 2009. Spatial genetic structuring of baobab (Adansonia digitata, Malvaceae) in the traditional agroforestry systems of west africa. Am. J. Bot. 96, 950–957. https://doi.org/10.3732/ajb.0800266",Y,N,N,Y,N
20,31,Schinus molle,Anacardiaceae,tree/shrub,tree,Perennial,Evergreen,NA,NA,NA,NA,NA,NA,Biotic,Bs,In,Mixed,Mix-l,"Bi, MMa",Brazil,Savanna,Tropical,Y,N,P1,adult,adult,DP,1.55,tree/ha,"27-32 adults, aprox. 70-95% adults",30,AFLP,2,Y,4.0500000000000001E-2,-8.6E-3,8.8999999999999999E-3,NA,NA,NA,NA,NA,0.18,NA,Kinship coefficient,Hardy 2003,0 y,uns,agr+urb,"fragmented by grassland, crops or urbanization",FH,P20-Sp1-FH,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,2015,Lemos,Lemos et al. 2015,"Lemos, R.P.M., D’Oliveira, C.B., Stefenon, V.M., 2015. Genetic structure and internal gene flow in populations of Schinus molle (Anacardiaceae) in the Brazilian Pampa. Tree Genet. Genomes 11. https://doi.org/10.1007/s11295-015-0885-7",Y,Y,Y,Y,https://treegenesdb.org/tpps_details/accession/TGDR045
20,31,Schinus molle,Anacardiaceae,tree/shrub,tree,Perennial,Evergreen,NA,NA,NA,NA,NA,NA,Biotic,Bs,In,Mixed,Mix-l,"Bi, MMa",Brazil,Savanna,Tropical,Y,N,P2,adult,adult,BG,0.16,tree/ha,"27-32 adults, aprox. 70-95% adults",30,AFLP,2,Y,5.2600000000000001E-2,-1.7500000000000002E-2,1.8499999999999999E-2,NA,NA,NA,NA,NA,0.23,NA,Kinship coefficient,Hardy 2003,0 y,uns,agr+urb,"fragmented by grassland, crops or urbanization",FH,P20-Sp1-FH,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,2015,Lemos,Lemos et al. 2015,"Lemos, R.P.M., D’Oliveira, C.B., Stefenon, V.M., 2015. Genetic structure and internal gene flow in populations of Schinus molle (Anacardiaceae) in the Brazilian Pampa. Tree Genet. Genomes 11. https://doi.org/10.1007/s11295-015-0885-7",Y,Y,Y,Y,https://treegenesdb.org/tpps_details/accession/TGDR046
20,31,Schinus molle,Anacardiaceae,tree/shrub,tree,Perennial,Evergreen,NA,NA,NA,NA,NA,NA,Biotic,Bs,In,Mixed,Mix-l,"Bi, MMa",Brazil,Savanna,Tropical,Y,N,P3,adult,adult,SG,32.67,tree/ha,"27-32 adults, aprox. 70-95% adults",27,AFLP,2,Y,5.9400000000000001E-2,-2.5700000000000001E-2,2.7300000000000001E-2,NA,NA,NA,NA,NA,0.16,NA,Kinship coefficient,Hardy 2003,0 y,uns,agr+urb,"fragmented by grassland, crops or urbanization",FH,P20-Sp1-FH,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,2015,Lemos,Lemos et al. 2015,"Lemos, R.P.M., D’Oliveira, C.B., Stefenon, V.M., 2015. Genetic structure and internal gene flow in populations of Schinus molle (Anacardiaceae) in the Brazilian Pampa. Tree Genet. Genomes 11. https://doi.org/10.1007/s11295-015-0885-7",Y,Y,Y,Y,https://treegenesdb.org/tpps_details/accession/TGDR047
20,31,Schinus molle,Anacardiaceae,tree/shrub,tree,Perennial,Evergreen,NA,NA,NA,NA,NA,NA,Biotic,Bs,In,Mixed,Mix-l,"Bi, MMa",Brazil,Savanna,Tropical,Y,N,P4,adult,adult,SL,3.69,tree/ha,"27-32 adults, aprox. 70-95% adults",32,AFLP,2,Y,6.1800000000000001E-2,-1.44E-2,1.54E-2,NA,NA,NA,NA,NA,0.14000000000000001,NA,Kinship coefficient,Hardy 2003,0 y,uns,agr+urb,"fragmented by grassland, crops or urbanization",FH,P20-Sp1-FH,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,2015,Lemos,Lemos et al. 2015,"Lemos, R.P.M., D’Oliveira, C.B., Stefenon, V.M., 2015. Genetic structure and internal gene flow in populations of Schinus molle (Anacardiaceae) in the Brazilian Pampa. Tree Genet. Genomes 11. https://doi.org/10.1007/s11295-015-0885-7",Y,Y,Y,Y,https://treegenesdb.org/tpps_details/accession/TGDR048
20,31,Schinus molle,Anacardiaceae,tree/shrub,tree,Perennial,Evergreen,NA,NA,NA,NA,NA,NA,Biotic,Bs,In,Mixed,Mix-l,"Bi, MMa",Brazil,Savanna,Tropical,Y,N,P5,adult,adult,MV,0.76,tree/ha,"27-32 adults, aprox. 70-95% adults",32,AFLP,2,Y,5.2999999999999999E-2,-9.1000000000000004E-3,9.5999999999999992E-3,NA,NA,NA,NA,NA,0.17,NA,Kinship coefficient,Hardy 2003,0 y,uns,agr+urb,"fragmented by grassland, crops or urbanization",FH,P20-Sp1-FH,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,2015,Lemos,Lemos et al. 2015,"Lemos, R.P.M., D’Oliveira, C.B., Stefenon, V.M., 2015. Genetic structure and internal gene flow in populations of Schinus molle (Anacardiaceae) in the Brazilian Pampa. Tree Genet. Genomes 11. https://doi.org/10.1007/s11295-015-0885-7",Y,Y,Y,Y,https://treegenesdb.org/tpps_details/accession/TGDR049
20,31,Schinus molle,Anacardiaceae,tree/shrub,tree,Perennial,Evergreen,NA,NA,NA,NA,NA,NA,Biotic,Bs,In,Mixed,Mix-l,"Bi, MMa",Brazil,Savanna,Tropical,Y,N,P6,adult,adult,AL,31.75,tree/ha,"27-32 adults, aprox. 70-95% adults",32,AFLP,2,Y,3.4700000000000002E-2,-8.5000000000000006E-3,8.8999999999999999E-3,NA,NA,NA,NA,NA,0.13,NA,Kinship coefficient,Hardy 2003,0 y,uns,agr+urb,"fragmented by grassland, crops or urbanization",FH,P20-Sp1-FH,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,2015,Lemos,Lemos et al. 2015,"Lemos, R.P.M., D’Oliveira, C.B., Stefenon, V.M., 2015. Genetic structure and internal gene flow in populations of Schinus molle (Anacardiaceae) in the Brazilian Pampa. Tree Genet. Genomes 11. https://doi.org/10.1007/s11295-015-0885-7",Y,Y,Y,Y,https://treegenesdb.org/tpps_details/accession/TGDR050
20,31,Schinus molle,Anacardiaceae,tree/shrub,tree,Perennial,Evergreen,NA,NA,NA,NA,NA,NA,Biotic,Bs,In,Mixed,Mix-l,"Bi, MMa",Brazil,Savanna,Tropical,Y,N,P7,adult,adult,CS,2.52,tree/ha,"27-32 adults, aprox. 70-95% adults",31,AFLP,2,Y,3.7699999999999997E-2,-1.41E-2,1.46E-2,NA,NA,NA,NA,NA,0.1,NA,Kinship coefficient,Hardy 2003,0 y,uns,agr+urb,"fragmented by grassland, crops or urbanization",FH,P20-Sp1-FH,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,2015,Lemos,Lemos et al. 2015,"Lemos, R.P.M., D’Oliveira, C.B., Stefenon, V.M., 2015. Genetic structure and internal gene flow in populations of Schinus molle (Anacardiaceae) in the Brazilian Pampa. Tree Genet. Genomes 11. https://doi.org/10.1007/s11295-015-0885-7",Y,Y,Y,Y,https://treegenesdb.org/tpps_details/accession/TGDR051
20,31,Schinus molle,Anacardiaceae,tree/shrub,tree,Perennial,Evergreen,NA,NA,NA,NA,NA,NA,Biotic,Bs,In,Mixed,Mix-l,"Bi, MMa",Brazil,Savanna,Tropical,Y,N,P8,adult,adult,VN,198.02,tree/ha,"27-32 adults, aprox. 70-95% adults",32,AFLP,2,Y,8.4199999999999997E-2,-3.5999999999999997E-2,3.9300000000000002E-2,NA,NA,NA,NA,NA,0.06,NA,Kinship coefficient,Hardy 2003,0 y,uns,agr+urb,"fragmented by grassland, crops or urbanization",FH,P20-Sp1-FH,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,2015,Lemos,Lemos et al. 2015,"Lemos, R.P.M., D’Oliveira, C.B., Stefenon, V.M., 2015. Genetic structure and internal gene flow in populations of Schinus molle (Anacardiaceae) in the Brazilian Pampa. Tree Genet. Genomes 11. https://doi.org/10.1007/s11295-015-0885-7",Y,Y,Y,Y,https://treegenesdb.org/tpps_details/accession/TGDR052
20,31,Schinus molle,Anacardiaceae,tree/shrub,tree,Perennial,Evergreen,NA,NA,NA,NA,NA,NA,Biotic,Bs,In,Mixed,Mix-l,"Bi, MMa",Brazil,Savanna,Tropical,Y,N,P9,adult,adult,QI,90.17,tree/ha,"27-32 adults, aprox. 70-95% adults",32,AFLP,2,Y,9.7699999999999995E-2,-4.3999999999999997E-2,4.87E-2,NA,NA,NA,NA,NA,0.2,NA,Kinship coefficient,Hardy 2003,0 y,uns,agr+urb,"fragmented by grassland, crops or urbanization",FH,P20-Sp1-FH,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,2015,Lemos,Lemos et al. 2015,"Lemos, R.P.M., D’Oliveira, C.B., Stefenon, V.M., 2015. Genetic structure and internal gene flow in populations of Schinus molle (Anacardiaceae) in the Brazilian Pampa. Tree Genet. Genomes 11. https://doi.org/10.1007/s11295-015-0885-7",Y,Y,Y,Y,https://treegenesdb.org/tpps_details/accession/TGDR053
21,32,Quercus rubra,Fagaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Mixed,Ab-s,Gr,USA,Temperate forest,Temperate,Y,N,P5,non-defined mixed,non-defined mixed,"HMR-IH UnM, DBH>10cm",NA,NA,exhaustive,76,microsatellites,15,Y,2.5999999999999999E-2,-8.9999999999999993E-3,8.9999999999999993E-3,NA,NA,NA,0.08,0.69799999999999995,0.77800000000000002,12,"Moran's I
Kinship coefficient",Loiselle et al 1995,>70 y,>100 y,log+fire,"pine logging late 1800's, common fires until 1930",FL,P21-Sp1-FL,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2015,Lind-Riehl,Lind-Riehl & Gailing 2015,"Lind-Riehl, J., Gailing, O., 2015. Fine-scale spatial genetic structure of two red oak species, Quercus rubra and Quercus ellipsoidalis. Plant Syst. Evol. 301, 1601–1612. https://doi.org/10.1007/s00606-014-1173-y",Y,Y,Y,Y,N
21,32,Quercus rubra,Fagaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Mixed,Ab-s,Gr,USA,Temperate forest,Temperate,Y,N,P6,non-defined mixed,non-defined mixed,"HMR-LP UnM, DBH>10cm",NA,NA,intensive,52,microsatellites,15,Y,1.2999999999999999E-2,-2E-3,2E-3,NA,NA,NA,0.12,0.66600000000000004,0.78,13,"Moran's I
Kinship coefficient",Loiselle et al 1995,>70 y,>100 y,log+fire,"pine logging late 1800's, common fires until 1930",FL,P21-Sp1-FL,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2015,Lind-Riehl,Lind-Riehl & Gailing 2015,"Lind-Riehl, J., Gailing, O., 2015. Fine-scale spatial genetic structure of two red oak species, Quercus rubra and Quercus ellipsoidalis. Plant Syst. Evol. 301, 1601–1612. https://doi.org/10.1007/s00606-014-1173-y",Y,Y,Y,Y,N
21,32,Quercus rubra,Fagaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Mixed,Ab-s,Gr,USA,Temperate forest,Temperate,Y,N,P8,non-defined mixed,non-defined mixed,"PM-QR UnM, DBH>10cm",NA,NA,intensive,40,microsatellites,15,Y,1.6E-2,-6.0000000000000001E-3,6.0000000000000001E-3,NA,NA,NA,0.105,0.63500000000000001,0.72299999999999998,12,"Moran's I
Kinship coefficient",Loiselle et al 1995,>60 y,>100 y,log+fire,"pine logging late 1800's, common fires until 1930",FL,P21-Sp1-FL,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2015,Lind-Riehl,Lind-Riehl & Gailing 2015,"Lind-Riehl, J., Gailing, O., 2015. Fine-scale spatial genetic structure of two red oak species, Quercus rubra and Quercus ellipsoidalis. Plant Syst. Evol. 301, 1601–1612. https://doi.org/10.1007/s00606-014-1173-y",Y,Y,Y,Y,N
21,32,Quercus rubra,Fagaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Mixed,Ab-s,Gr,USA,Temperate forest,Temperate,Y,N,P2,non-defined mixed,non-defined mixed,"FC-A Man,DBH>10cm",NA,NA,exhaustive,48,microsatellites,15,Y,1.6E-2,-7.0000000000000001E-3,7.0000000000000001E-3,NA,NA,NA,0.14399999999999999,0.66900000000000004,0.80500000000000005,11,"Moran's I
Kinship coefficient",Loiselle et al 1995,<10 y,>100 y,log+fire+sil,"logging 1800s & 1920-1940, last fire 1910. silviculture from 1954, and localized fires. Common fires until 1930. Management by shelter wood cutting",FM,P21-Sp1-FM,2 events,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,2015,Lind-Riehl,Lind-Riehl & Gailing 2015,"Lind-Riehl, J., Gailing, O., 2015. Fine-scale spatial genetic structure of two red oak species, Quercus rubra and Quercus ellipsoidalis. Plant Syst. Evol. 301, 1601–1612. https://doi.org/10.1007/s00606-014-1173-y",Y,Y,Y,Y,N
21,32,Quercus rubra,Fagaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Mixed,Ab-s,Gr,USA,Temperate forest,Temperate,Y,N,P3,non-defined mixed,non-defined mixed,"FC-B Man, DBH>10cm",NA,NA,exhaustive,48,microsatellites,15,Y,1.7000000000000001E-2,-4.0000000000000001E-3,4.0000000000000001E-3,NA,NA,NA,0.15,0.65200000000000002,0.78700000000000003,12,"Moran's I
Kinship coefficient",Loiselle et al 1995,0 y,>100 y,log+fire+sil,"logging 1800s & 1920-1940, last fire 1910. silviculture from 1954, and localized fires. Common fires until 1930. Management by shelter wood cutting",FM,P21-Sp1-FM,2 events,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,2015,Lind-Riehl,Lind-Riehl & Gailing 2015,"Lind-Riehl, J., Gailing, O., 2015. Fine-scale spatial genetic structure of two red oak species, Quercus rubra and Quercus ellipsoidalis. Plant Syst. Evol. 301, 1601–1612. https://doi.org/10.1007/s00606-014-1173-y",Y,Y,Y,Y,N
21,33,Quercus ellipsoidalis,Fagaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Mixed,Ab-s,Gr,USA,Temperate forest,Temperate,Y,N,P1,non-defined mixed,non-defined mixed,"CNF-QE Man,DBH>10cm",NA,NA,intensive,40,microsatellites,15,Y,2.1999999999999999E-2,-6.0000000000000001E-3,6.0000000000000001E-3,NA,NA,NA,9.0999999999999998E-2,0.69199999999999995,0.77700000000000002,12,"Moran's I
Kinship coefficient",Loiselle et al 1995,<10 y,>100 y,log+fire+sil,"logging, fires, clear cut last in 1994",FM,P21-Sp2-FM,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,2015,Lind-Riehl,Lind-Riehl & Gailing 2015,"Lind-Riehl, J., Gailing, O., 2015. Fine-scale spatial genetic structure of two red oak species, Quercus rubra and Quercus ellipsoidalis. Plant Syst. Evol. 301, 1601–1612. https://doi.org/10.1007/s00606-014-1173-y",Y,Y,Y,Y,N
21,33,Quercus ellipsoidalis,Fagaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Mixed,Ab-s,Gr,USA,Temperate forest,Temperate,Y,N,P2,non-defined mixed,non-defined mixed,"FC-C Man, DBH>10cm",NA,NA,intensive,50,microsatellites,15,Y,0.02,-5.0000000000000001E-3,5.0000000000000001E-3,NA,NA,NA,8.3000000000000004E-2,0.69,0.76700000000000002,11,"Moran's I
Kinship coefficient",Loiselle et al 1995,0 y,>100 y,log+fire+sil,"logging, fire, silviculture",FM,P21-Sp2-FM,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,2015,Lind-Riehl,Lind-Riehl & Gailing 2015,"Lind-Riehl, J., Gailing, O., 2015. Fine-scale spatial genetic structure of two red oak species, Quercus rubra and Quercus ellipsoidalis. Plant Syst. Evol. 301, 1601–1612. https://doi.org/10.1007/s00606-014-1173-y",Y,Y,Y,Y,N
21,33,Quercus ellipsoidalis,Fagaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Mixed,Ab-s,Gr,USA,Temperate forest,Temperate,Y,N,P3,non-defined mixed,non-defined mixed,"FC-E Man, DBH>10cm",NA,NA,intensive,47,microsatellites,15,Y,2.3E-2,-1.4E-2,1.4E-2,NA,NA,NA,0.214,0.59,0.749,10,"Moran's I
Kinship coefficient",Loiselle et al 1995,0 y,>100 y,log+fire+sil,"logging, fire, silviculture",FM,P21-Sp2-FM,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,2015,Lind-Riehl,Lind-Riehl & Gailing 2015,"Lind-Riehl, J., Gailing, O., 2015. Fine-scale spatial genetic structure of two red oak species, Quercus rubra and Quercus ellipsoidalis. Plant Syst. Evol. 301, 1601–1612. https://doi.org/10.1007/s00606-014-1173-y",Y,Y,Y,Y,N
21,33,Quercus ellipsoidalis,Fagaceae,tree/shrub,tree,Perennial,Deciduous,NA,m.out,NA,NA,NA,NA,Abiotic,Ab,Wi,Mixed,Ab-s,Gr,USA,Temperate forest,Temperate,Y,N,P4,non-defined mixed,non-defined mixed,"NNF-QE Man, DBH>10cm",NA,NA,intensive,39,microsatellites,15,Y,2.7E-2,-1.7000000000000001E-2,1.7000000000000001E-2,NA,NA,NA,0.13900000000000001,0.71099999999999997,0.80100000000000005,14,"Moran's I
Kinship coefficient",Loiselle et al 1995,<10 y,>100 y,log+fire+sil,"logging, fire, silviculture",FM,P21-Sp2-FM,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,2015,Lind-Riehl,Lind-Riehl & Gailing 2015,"Lind-Riehl, J., Gailing, O., 2015. Fine-scale spatial genetic structure of two red oak species, Quercus rubra and Quercus ellipsoidalis. Plant Syst. Evol. 301, 1601–1612. https://doi.org/10.1007/s00606-014-1173-y",Y,Y,Y,Y,N
22,34,Dioscorea japonica,Dioscoreaceae,herb,herb,Perennial,Deciduous,Dioecious,m.out,NA,NA,NA,NA,Biotic,Bs,In,Abiotic,Ab-l,Wi,Japan,Forest,Temperate,N,N,P1.c,adult,adult,central genet,NA,NA,all mature ramets,111,microsatellites,9,Y,7.9000000000000001E-2,-1.2E-2,1.2999999999999999E-2,NA,NA,NA,-7.0000000000000007E-2,,0.71,7.95,Kinship coefficient,Loiselle et al 1995,uns,uns,plant,plantation,D,P22-Sp1-D,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,2010,Mizuki,Mizuki et al. 2010,"Mizuki, I., Ishida, K., Tani, N., Tsumura, Y., 2010. Fine-scale spatial structure of genets and sexes in the dioecious plant Dioscorea japonica, which disperses by both bulbils and seeds. Evol. Ecol. 24, 1399–1415. https://doi.org/10.1007/s10682-010-9396-z.",Y,Y,Y,Y,N
