source_frame,sf06_publication_id,source_publication,n_source_rows,responses,n_species,species,families,land_use_factors,compatibility_systems,sexual_expressions,pollination_contexts,life_forms,ecosystem_types,countries,multilayer_screen_status,screening_note,outcome_opened
SF06,SF06P068,Ehlers (1999) Nordic Journal of Botany 19:653- 663,3,Female fitness; Male fitness; Pollination,1,Centaurea_scabiosa,Asteraceae,Habitat Fragmentation; Habitat fragmentation,SI,hermaphrodite,invertebrate generalist,herb,extratropical,Denmark,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P069,Ehlers et al. (2002) Plant Systematics and Evolution 236:19- 32,2,Female fitness; Male fitness,1,Epipactis_helleborine,Orchidaceae,Habitat Fragmentation; Habitat fragmentation,NA,hermaphrodite,invertebrate specialist,herb,extratropical,Sweden,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P070,Ewedje et al. (2017) Conservation Genetics 18:799- 811,1,Male fitness,1,Pentadesma_butyraceae,Clusiaceae,Habitat fragmentation,SC,hermaphrodite,both generalist,tree,tropical,Benin,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P071,Favarin et al. (2022) Flora 296:152165,2,Female fitness; Pollination,1,Limonium_narbonense,Plumbaginac,Habitat Fragmentation; Habitat fragmentation,SI,hermaphrodite,invertebrate generalist,herb,extratropical,Italy,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P072,Feres et al. (2012) Conservation Genetics 13:393- 405,1,Male fitness,1,Tabebuia_roseoalba,Bignoniaceae,Habitat fragmentation,SI,hermaphrodite,invertebrate; generalist,tree,tropical,Brazil,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P073,Fernández et al. (2012) Oecologia 170:421- 431,1,Female fitness,1,Erysimum_popovii,Brassicaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,herb,extratropical,Spain,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P074,Fernández et al. (2015) Basic and Applied Ecology 16:375- 385,1,Female fitness,1,Erysimum_popovii,Brassicaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,herb,extratropical,Spain,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P075,Fischer & Matthies (1998) American Journal of Botany 85:811- 819,1,Female fitness,1,Gentianella_germanica,Gentianaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,herb,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P076,Fritz & Nilsson (1994) Oecologia 100:451- 462,2,Female fitness; Male fitness,1,Orchis_spitzelii,Orchidaceae,Habitat Fragmentation; Habitat fragmentation,NA,hermaphrodite,invertebrate specialist,herb,extratropical,Sweden,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P077,Frye & Neel (2017) Evolutionary Applications 10:551- 562,1,Female fitness,1,Trifolium_virginicum,Fabaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate; NA,herb,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P078,Gao et al. (2010) Australian Journal of Botany 58:214- 223,1,Female fitness,1,Craigia_yunnanensis,Tiliaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,tree,tropical,China,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P079,García & Chacoff (2007) Conservation Biology 21:400- 411,2,Female fitness; Pollination,1,Crataegus_monogyna,Rosaceae,Habitat Fragmentation; Habitat fragmentation,SC; SI,hermaphrodite,invertebrate generalist,tree,extratropical,Spain,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P080,García-Robledo (2010) Restoration Ecology 18:94- 102,2,Female fitness; Pollination,1,Xanthosoma_daguense,Araceae,Agriculture,SI,monoecious,invertebrate specialist,herb,tropical,Colombia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P081,Gauli et al. (2014) Australian Journal of Botany 61:622- 632,1,Male fitness,1,Eucalyptus_pauciflora,Myrtaceae,Habitat fragmentation,SC,hermaphrodite,invertebrate NA,tree,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P082,Ghazoul et al. (1998) Journal of Ecology 86:462- 473,1,Female fitness,1,Pentacme_siamensis,Dipterocarpa,disturbance intensity,SI,hermaphrodite,invertebrate specialist,tree,tropical,Thailand,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P083,Gigord et al. (1999) Biological Conservation 88:43- 51,1,Female fitness,1,Dombeya_acutangula,Sterculiaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,tree,tropical,Mauritius,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P084,Gonzalez Varo et al. (2010) Journal of Applied Ecology 47:1242- 1252,1,Male fitness,1,Myrtus_communis,Myrtaceae,Habitat fragmentation,SC,hermaphrodite,invertebrate generalist,shrub,extratropical,Spain,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P085,González-Robles et al. (2021) Molecular Ecology 30:3408- 3421,1,Pollination,1,Ziziphus_lotus,Rhamnaceae,Habitat fragmentation,SI,hermaphrodite,invertebrate generalist,shrub,extratropical,Spain,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P086,González-Varo et al. (2009) Biological Conservation 142:1058- 1065,2,Female fitness; Pollination,1,Myrtus_communis,Myrtaceae,Habitat Fragmentation; Habitat fragmentation,SC,hermaphrodite,invertebrate generalist,shrub,extratropical,Spain,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P087,Grilli et al. (2013) Forest ecology and management 310:442- 449,2,Female fitness,2,Euphorbia_acerensis; Euphorbia_dentata,Euphorbiacea,Habitat Fragmentation,NA,monoecious,invertebrate NA,herb,extratropical,Argentina,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P088,Groom (2001) Biol Conserv 100:55- 63,1,Female fitness,1,Clarkia_concinna,Onagraceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,herb,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P089,Hadley et al. (2014) Ecology 95:2202- 2212,2,Female fitness; Pollination,1,Heliconia_tortuosa,Heliconiacea,Habitat Fragmentation; Habitat fragmentation,SC,hermaphrodite,vertebrate specialist,herb,tropical,Costa Rica,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P090,Hansen & Olesen (1999) Nordic Journal of Botany 19:665- 671,3,Female fitness; Male fitness,2,Dactylorhiza_majalis; Gymnadenia_conopsea,Orchidaceae,Habitat Fragmentation; Habitat fragmentation,SC,hermaphrodite,invertebrate specialist,herb,extratropical,Denmark; Sweden,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P091,Hauber et al. (2022) South African Journal of Botany 146:48- 57,2,Female fitness; Pollination,1,Trichodiadema_strumosum,Aizoaceae,Habitat Fragmentation; Habitat fragmentation,NA,hermaphrodite,invertebrate; generalist,herb,extratropical,South Africa,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P092,Hendrix & Kyhl (2000) Conservation Biology 14:304- 313,2,Female fitness; Pollination,1,Phlox_pilosa,Polemoniace,Habitat Fragmentation; Habitat fragmentation,SI,hermaphrodite,invertebrate specialist,herb,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P093,Hensen & Oberprieler (2005) Conservation Genetics 6:63- 73,1,Female fitness,1,Dictamnus_albus,Rutaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate specialist,herb,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P094,Hensen et al. (2005) Flora 200:3- 14,1,Female fitness,1,Pulsatilla_vulgaris,Ranunculacea,Habitat Fragmentation,SC,hermaphrodite,invertebrate specialist,herb,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P095,Herrerías-Diego et al. (2006) Conservation Biology 20:1111- 1120,1,Female fitness,1,Ceiba_aesculifolia,Malvaceae,Habitat Fragmentation,SI,hermaphrodite,vertebrate specialist,tree,tropical,Mexico,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P096,Hirayama et al. (2007) Biological Conservation 136:315- 323,1,Female fitness,1,Magnolia_stellata,Magnoliaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate NA,tree,extratropical,Japan,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P097,Hoebee & Young (2001) Heredity 86:489- 496,1,Male fitness,1,Grevillea_iaspicula,Proteaceae,Habitat fragmentation,SI,hermaphrodite,vertebrate specialist,shrub,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P098,Hornemann et al. (2012) Flora 207:736- 743,1,Female fitness,1,Muscari_tenuiflorum,Hyacinthacea,Habitat Fragmentation,SC,hermaphrodite,invertebrate specialist,herb,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P099,Ilves et al. (2013) Conservation Genetics 14:661- 669,1,Female fitness,1,Ligularia_sibirica,Asteraceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,herb,extratropical,Estonia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P100,Isagi et al. (2007) Sustainability and Diversity of Forest Ecosystems: An Interdisciplinary Approach 382- 389,1,Female fitness,1,Magnolia_grandiflora,Magnoliaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,tree,extratropical,Japan,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P101,Jacquemyn et al. (2001) Plant Biology 3:561- 568,1,Female fitness,1,Primula_elatior,Primulaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,herb,extratropical,Belgium,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P102,Jacquemyn et al. (2002) Oecologia 130:617- 625,1,Female fitness,1,Primula_elatior,Primulaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,herb,extratropical,Belgium,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P103,Jacquemyn et al. (2006) Oecologia 147:434- 444,1,Female fitness,1,Paris_quadrifolia,Trilliaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate NA,herb,extratropical,Belgium,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P104,Jacquemyn et al. (2008) Basic and Applied Ecology 9:392- 400,1,Female fitness,1,Orchis_mascula,Orchidaceae,Habitat Fragmentation,NA,hermaphrodite,invertebrate specialist,herb,extratropical,Belgium,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P105,Jacquemyn et al. (2009) Biology Letters 5:495- 498,2,Female fitness,2,Neottia_ovata; Orchis_purpurea,Orchidaceae,Habitat Fragmentation,NA; SI,hermaphrodite,invertebrate specialist; invertebrate NA,herb,extratropical,Belgium,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P106,Jennersten (1988) Conservation Biology 2:359- 366,1,Female fitness,1,Dianthus_deltoides,Caryophyllac,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,herb,extratropical,Sweden,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P107,Jha & Dick (2010) PNAS 107:13760- 13764,2,Female fitness; Pollination,1,Miconia_affinis,Melastomata,Agriculture,SI,hermaphrodite,invertebrate specialist,tree,tropical,Mexico,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P108,Johnson et al. (2004) Biol Conserv 120:31- 39,1,Female fitness,1,Oxyanthus_pyriformis,Rubiaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate specialist,tree,extratropical,South Africa,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P109,Johnson et al. (2004) Biotropica 36:148- 155,1,Female fitness,1,Gerbera_aurantiaca,Asteraceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate specialist,herb,extratropical,South Africa,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P110,Johnson et al. (2009) Biology Letters 5:282- 285,3,Female fitness; Pollination,1,Satyrium_longicauda,Orchidaceae,Habitat Fragmentation; Habitat fragmentation,SC,hermaphrodite,invertebrate; specialist,herb,tropical,South Africa,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P111,Jolivet et al. (2012) European Journal of Forest Research 131:1055- 1069,1,Male fitness,1,Prunus_avium,Rosaceae,Habitat fragmentation,SI,hermaphrodite,both generalist,tree,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P112,Jones & Gliddon (1999) Plant Ecology 141:151- 161,1,Female fitness,1,Lloydia_serotina,Liliaceae,Habitat Fragmentation,SC,androdioecious,invertebrate NA,herb,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P113,Jules & Rathcke (1999) Conserv Biol 13:784- 793,1,Female fitness,1,Trillium_ovatum,Liliaceae,Habitat Fragmentation,NA,hermaphrodite,invertebrate; generalist,herb,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P114,Kahmen & Jules (2005) Forest Ecology and Management 210:107- 116,1,Female fitness,1,Trillium_ovatum,Liliaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate; generalist,herb,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P115,Kamm et al. (2011) Forest Ecology and Management 262:1047- 1053,1,Male fitness,1,Cormus_domestica,Rosaceae,Habitat fragmentation,SI,hermaphrodite,invertebrate specialist,tree,extratropical,Switzerland,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P116,Karrenberg & Jensen (2000) Folia Geobot 35:191- 202,1,Female fitness,1,Pedicularis_palustris,Scrophulariac,Habitat Fragmentation,SC,hermaphrodite,invertebrate specialist,herb,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P117,"Kelly et al. (2000) In: Genetics, Demography and Viability of Fragmented Populations.",1,Female fitness,1,Peraxilla_tetrapetala,Loranthaceae,Habitat Fragmentation,SC,hermaphrodite,both generalist,hemiparasite,extratropical,Argentina,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P118,Kirchner et al. (2005) Oikos 111:130- 142,1,Female fitness,1,Centaurea_corymbosa,Asteraceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,herb,extratropical,France,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P119,Klank et al. (2010) Journal of Ecology 98:1389- 1397,1,Female fitness,1,Trollius_europaeus,Ranunculacea,Habitat Fragmentation,SI,hermaphrodite,invertebrate; specialist,herb,extratropical,Switzerland,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P120,Kleizen et al. (2009) South African Journal of Botany 75:739- 743,1,Female fitness,1,Colchicum_burchellii_subsp._pulchrum,Colchicaceae,Habitat Fragmentation,SC,hermaphrodite,vertebrate specialist,shrub,extratropical,South Africa,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P121,Kleunen et al. (2007) Oikos 116:1400- 1412,1,Female fitness,1,Datura_stramonium,Solanaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,herb,extratropical,South Africa,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P122,Knapp et al. (2001) Oecologia 128:48- 55,1,Female fitness,1,Quercus_douglasii,Fagaceae,Habitat Fragmentation,SI,monoecious,wind NA,tree,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P123,Kolb & Lindhorst (2006) Plant Ecology 185:209- 220,2,Female fitness,2,Carex_sylvatica; Sanicula_europaea,Cyperaceae; Apiaceae,Habitat Fragmentation,SC,monoecious; hermaphrodite,wind NA; invertebrate; generalist,herb,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P124,Kolb (2005) J Ecol 93: 1226- 1237,1,Female fitness,1,Phyteuma_spicatum,Campanulace,Habitat Fragmentation,SI,hermaphrodite,invertebrate specialist,herb,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P125,Kolb (2008) Biological Conservation 141:2540- 2549,2,Female fitness; Pollination,1,Phyteuma_spicatum,Campanulace,Habitat Fragmentation; Habitat fragmentation,SI,hermaphrodite,invertebrate generalist,herb,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P126,Kolb et al. (2010) Ecology 91:3210- 3217,1,Female fitness,1,Phyteuma_spicatum,Campanulace,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,herb,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P127,Krauss et al. (2007) Australian Journal of Botany 55:390- 399,2,Female fitness,2,Eucalyptus_salmonophloia; Eucalyptus_salubris,Myrtaceae,Habitat Fragmentation,SC,hermaphrodite,vertebrate generalist,tree,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P128,Kunin (1997) Journal of Ecology 225- 234,2,Female fitness; Pollination,1,Sinapis_arvensis,Brassicaceae,Habitat Fragmentation; Habitat fragmentation,SI,hermaphrodite,invertebrate; generalist,herb,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P129,Kéry et al. (2000) Journal of Ecology 88:17- 30,2,Female fitness,2,Gentiana_lutea; Primula_veris,Gentianaceae; Primulaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist; invertebrate specialist,herb,extratropical,Switzerland,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P130,Lander et al. (2010) Biological Conservation 143:2583- 2590,1,Male fitness,1,Gomortega_keule,Gomortegace,Habitat Fragmentation,SC,hermaphrodite,invertebrate generalist,tree,extratropical,Chile,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P131,Lauterbach et al. (2012) Plant Systematics and Evolution 298:155- 164,1,Female fitness,1,Silene_otites,Caryophyllac,Habitat Fragmentation,SI,dioecious,invertebrate; generalist,herb,extratropical,Germany,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P132,Lee (2000) Heredity 85:338- 345,1,Male fitness,1,Dryobalanops_aromatica,Dipterocarpa,Logging,SC,hermaphrodite,invertebrate NA,tree,tropical,Malasya,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P133,Leimu & Syrjänen (2002) Oikos 98:229- 238,2,Female fitness; Male fitness,1,Vincetoxicum_hirundinaria,Asclepiadacea,Habitat Fragmentation; Habitat fragmentation,SI,hermaphrodite,invertebrate generalist,herb,extratropical,Sweden; Finland,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P134,Lennartsson (2002) Ecology 83:3060- 3072,1,Female fitness,1,Gentianella_campestris,Gentianaceae,Habitat Fragmentation,SC,hermaphrodite,invertebrate specialist,herb,extratropical,Sweden,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P135,Leong et al. (2014) PLoS One 9: e86357,2,Female fitness; Pollination,1,Centaurea_solstitialis,Asteraceae,Urbanization,SI,hermaphrodite,invertebrate generalist,herb,extratropical,USA,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P136,Lienert & Fischer (2003) J Ecol 91:587- 599,1,Female fitness,1,Primula_farinosa,Primulaceae,Habitat Fragmentation,SI,hermaphrodite,invertebrate generalist,herb,extratropical,Switzerland,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P137,Llorens et al. (2018) Frontiers in Ecology and Evolution 6: 39,1,Female fitness,1,Eucalyptus_wandoo,Myrtaceae,Habitat Fragmentation,SC,hermaphrodite,both generalist,tree,extratropical,Australia,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P138,Lompo et al. (2020) American Journal of Botany 107:1041- 1053,1,Male fitness,1,Parkia_biglobosa,Fabaceae,Habitat fragmentation,SI,monoecious,both generalist,tree,tropical,Burkina Faso,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
SF06,SF06P139,Lopes & Buzato (2007) Oecologia 154:305- 314,2,Female fitness; Pollination,1,Psychotria_suterella,Rubiaceae,Habitat Fragmentation; Habitat fragmentation,SI,hermaphrodite,invertebrate generalist; vertebrate generalist,shrub,tropical,Brazil,pending_title_abstract_methods_screen,DOCX source identity/trait metadata materialized before new numerical EGWEE effects; Hedges-d and V(d) cells were parsed only as excluded positions and are not stored.,no
